database/_name,database/__text,source-app/_name,source-app/__text,ref-type/_name,ref-type/__text,contributors/authors/author/0,contributors/authors/author/1,contributors/authors/author/2,contributors/authors/author/3,contributors/authors/author/4,contributors/authors/author/5,titles/title,periodical/full-title,pages,dates/year,dates/pub-dates/date,publisher,remote-database-name,urls/pdf-urls/url/0,urls/text-urls/url/0,custom3,contributors/authors/author/6,titles/secondary-title,volume,number,issue,titles/short-title,urls/text-urls/url/1,research-notes,custom2,contributors/authors/author/7,contributors/authors/author/8,contributors/authors/author/9,work-type,misc2,keywords/keyword/0,keywords/keyword/1,keywords/keyword/2,keywords/keyword/3,keywords/keyword/4,keywords/keyword/5,keywords/keyword/6,keywords/keyword/7,keywords/keyword/8,keywords/keyword/9,keywords/keyword/10,keywords/keyword/11,keywords/keyword/12,keywords/keyword/13,keywords/keyword/14,keywords/keyword/15,keywords/keyword/16,keywords/keyword/17,keywords/keyword/18,keywords/keyword/19,keywords/keyword/20,keywords/keyword/21,keywords/keyword/22,keywords/keyword/23,keywords/keyword/24,keywords/keyword/25,keywords/keyword/26,keywords/keyword/27,keywords/keyword/28,electronic-resource-num,abstract,keywords/keyword/29,keywords/keyword/30,keywords/keyword/31,keywords/keyword/32,keywords/keyword/33,keywords/keyword/34,keywords/keyword/35,keywords/keyword/36,keywords/keyword/37,keywords/keyword/38,keywords/keyword/39,keywords/keyword/40,keywords/keyword/41,keywords/keyword/42,urls/web-urls/url/0,access-date,isbn,custom1,misc1,language,contributors/authors/author/10,periodical/abbr-1,contributors/secondary-authors/author/0,contributors/secondary-authors/author/1,titles/tertiary-title,pub-location,keywords/keyword/43,keywords/keyword/44,contributors/secondary-authors/author/2,contributors/secondary-authors/author/3,contributors/secondary-authors/author/4,contributors/secondary-authors/author/5,contributors/secondary-authors/author/6,contributors/secondary-authors/author/7,contributors/secondary-authors/author/8,contributors/secondary-authors/author/9,contributors/secondary-authors/author/10,contributors/secondary-authors/author/11,contributors/authors/author/11,contributors/authors/author/12,contributors/authors/author/13,contributors/authors/author/14,contributors/authors/author/15,contributors/authors/author/16,contributors/authors/author/17,contributors/authors/author/18,contributors/authors/author/19,contributors/authors/author/20,contributors/authors/author/21,contributors/authors/author/22,contributors/authors/author/23,contributors/tertiary-authors/author/0
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Zhang, Yongnian","Luo, Xiaofei","Zhu, Cong","Lu, Wei","Wang, Xiaochan",,Optimization of Gait Parameters for Energy Efficiency Improvement of Farmland Robot Based on Orthogonal Experiment Design,Tehnički vjesnik,703-709,2019,2019/06/12,,hrcak.srce.hr,C:\Users\StanS\Zotero\storage\YVY2PJ6I\Zhang et al. - 2019 - Optimization of Gait Parameters for Energy Efficie.pdf,C:\Users\StanS\Zotero\storage\2LW5TREK\220995.html,,,Tehnički vjesnik,26,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.17559/TV-20190104090943,"In order to improve the energy efficiency of legged robots while walking on farmland, a simulation system of legged robot on farmland soil was put forward in this paper. Firstly, the finite element model of the interaction between the...",,,,,,,,,,,,,,,https://hrcak.srce.hr/220995,2020-03-27 15:13:37,1330-3651,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Roy, Shibendu Shekhar","Pratihar, Dilip",,,,,Effects of turning gait parameters on energy consumption and stability of a six-legged walking robot,Robotics and Autonomous Systems,72-82,2012,"January 31, 2012",,ResearchGate,,https://www.researchgate.net/publication/220143618_Effects_of_turning_gait_parameters_on_energy_consumption_and_stability_of_a_six-legged_walking_robot,,,Robotics and Autonomous Systems,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.robot.2011.08.013,"Minimization of energy consumption plays a key role in the locomotion of a multi-legged robot used for various purposes. Turning gaits are the most general and important factors for omni-directional walking of a six-legged robot. This paper presents an analysis on energy consumption of a six-legged robot during its turning motion over a flat terrain. An energy consumption model is developed for statically stable wave gaits in order to minimize dissipating energy for optimal feet forces distributions. The effects of gait parameters, namely angular velocity, angular stroke and duty factors are studied on energy consumption, as the six-legged robot walks along a circular path of constant radius with wave gait. The variations of average power consumption and energy consumption per unit weight per unit traveled length with the angular velocity and angular stroke are compared for the turning gaits of a robot with four different duty factors. Computer simulations show that wave gait with a low duty factor is more energy-efficient compared to that with a high duty factor at the highest possible angular velocity. A stability analysis based on normalized energy stability margin is performed for turning motion of the robot with four duty factors for different angular strokes.",,,,,,,,,,,,,,,,,,,,,,Robotics and Autonomous Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Book,6,"Sita, Enrico",,,,,,Hybrid genetic algorithms for energy efficient path placement of a 6 dof robot manipulator,,,2016,2016,,www.diva-portal.org,C:\Users\StanS\Zotero\storage\986R4VKW\Sita - 2016 - Hybrid genetic algorithms for energy efficient pat.pdf,C:\Users\StanS\Zotero\storage\QNVMXWUK\record.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DiVA portal is a finding tool for research publications and student theses written at the following 49 universities and research institutions.,,,,,,,,,,,,,,,http://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-198150,2020-03-27 15:14:07,,,,eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Patent,25,"Lee, Jin Yong",,,,,,Compressed air-based autonomous power generation system for stand-alone industrial robot jigs,,,2019,2019-11-14,"Healthy Option Consulting Inc, Sun Hst Co Ltd",,C:\Users\StanS\Zotero\storage\2BWP5T2T\Lee - 2019 - Compressed air-based autonomous power generation s.pdf,,US,,,,,,,,,2019-11-14,,,,,,industrial robot,power,battery,based,compressed air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://patents.google.com/patent/US20190344455A1/en,2020-03-27 15:14:10,US20190344455A1,2018-11-28,"US16/203,157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Hovgard, Mattias","Lennartson, Bengt","Bengtsson, Kristofer",,,,Energy-Optimal Timing of Robot Stations Subject to Gaussian Disturbances,2019 24th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA),1441-1444,2019,Sep. 2019,,IEEE Xplore,,C:\Users\StanS\Zotero\storage\F7GMYZGR\8869250.html,2019 24th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA),,2019 24th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA),,,,,,,,,,,,,energy consumption,industrial robots,optimisation,Robot kinematics,Service robots,optimization model,manufacturing systems,Optimization,robot stations,energy-optimal timing,Gaussian distribution,Gaussian disturbances,probability,production systems,Production systems,stochastic execution times,stochastic processes,Stochastic processes,,,,,,,,,,,,10.1109/ETFA.2019.8869250,"This paper proposes an optimization model for optimizing the energy use of industrial robots in production systems affected by stochastic disturbances. In the model there are a number of operations that needs to be completed by the robots before a deadline. The operations are of two types, one type that can not be controlled and have stochastic execution times. The other type are robot movements, and by extending their execution times energy can be saved. The goal of the optimization is to find the optimal combination of execution times for the robot movements, while meeting the deadline with a given probability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Jiang, Li","Sun, Bingqian","Gu, Haiwei",,,,A Power Series Based Inverse-Kinematics Solution of Humanoid Robot Finger with Coupled Joints,International Journal of Humanoid Robotics,1850016,2018,"June 7, 2018",,worldscientific.com (Atypon),,C:\Users\StanS\Zotero\storage\945UPNC5\S0219843618500160.html,,,International Journal of Humanoid Robotics,15,04,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1142/S0219843618500160,"Inverse-kinematics is an emphasis and difficulty in the design and application of the humanoid robot hand with coupled joints because of nonlinearity induced by trigonometric transcendental function. In this paper, a power series based inverse-kinematics algorithm is presented, by which the transcendental equation including trigonometric function can be converted into an algebraic equation. An approximate solution is derived first by means of power series expansions; with 1D linear interpolation for errors compensating, the final solution with small error can then be achieved. For robot with linearly coupled joints, the algorithms based on power series expanded to quadratic and quartic terms are used to calculate the accurate joint angles. For robot with nonlinearly coupled joints, the specific procedures are proposed to select appropriate transmission ratio. Simulation and experimental results demonstrate effectiveness of the proposed inverse kinematics method.",,,,,,,,,,,,,,,https://www.worldscientific.com/doi/abs/10.1142/S0219843618500160,2020-03-27 15:14:31,0219-8436,,,,,Int. J. Human. Robot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Thesis,32,최근준,,,,,,Energy-Optimal Trajectory Generation and Task Scheduling for Multiple Robot Manipulators,,,2016,2016,서울대학교 대학원,s-space.snu.ac.kr,C:\Users\StanS\Zotero\storage\XJ9WZSUI\최근준 - 2016 - Energy-Optimal Trajectory Generation and Task Sche.pdf,C:\Users\StanS\Zotero\storage\FQRQ89KN\123905.html,,,,,,,,,,,,,,Thesis,Thesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"이 논문은 기구학적, 동역학적 조건에서 에너지 효율을 높이는 작업 스케줄링에 대해 다루고 있다. 작업 스케줄링에서 에너지 최적화를 수행 위해서는 로봇 매니퓰레이터의 최적 경로 생성이 같이 수행 되어져야하기 때문에, 작업 스케줄링과 최적 경로 생성의 통합 이슈는 이 논문에서 중요하게 다루어진다. 먼저 우리는 지나가야하는 경로점이 주어졌을 때 최적 에너지 경로 생성 알고리즘을 제시한다. 최적화 문제는 여러 개의 경로 점이 주어지거나 다양한 경계 조건들이 있거나 작업 수행 시간을 최적화해야 하는 경우를 다룰 수 있도록 정의되었다. 모든 경로들은 C-공간(조인트 공간)에서 B-spline으로 매개화 되었으며 목적함수들은 재귀적인 역 다이나믹스 방법으로 계산된다. 우리는 최적화 알고리즘의 계산 효율을 위해 해석적인 미분을 이용한다. 또한 적분을 위해 가우시안 구적법을 사용한다. 최적 에너지 경로 생성 알고리즘의 성능을 평가하기 위해 우리는 몇 가지 상황에서 경로를 생성해보고 그 결과를 분석한다. 또한 우리는 이 논문에서 동적 계획법을 이용한 작업 스케줄링 알고리즘을 제시한다. 우리는 먼저 몇 가지 가정을 통해 현실적인 문제 정의를 내린다. 알고리즘은 작업마다 최적의 로봇을 결정하고 언제 작업을 시작하면 좋을지 판단하며 최적의 작업 수행 시간을 찾는다. 얼마나 에너지 소비를 했는지는 이 논문에서 제시한 경로 최적화 알고리즘에 의해 계산되며 우리는 계산 량을 줄이기 위해 에너지 소비 함수를 근사하여 사용한다.",,,,,,,,,,,,,,,http://s-space.snu.ac.kr/handle/10371/123905,2020-03-27 15:14:36,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Wang, Yi","Ma, Jitong","Zhang, Zhe","Zhao, Hongmei","Teng, Juyuan","He, Yu",Harvesting sequence planning of a harvesting robot based on the principle of minimum energy consumption,The Journal of Engineering,1447-1456,2018,2018,,IEEE Xplore,C:\Users\StanS\Zotero\storage\Y7L5YGPQ\Wang et al. - 2018 - Harvesting sequence planning of a harvesting robot.pdf,C:\Users\StanS\Zotero\storage\FXEKWL94\8543703.html,,"Xu, Hongbin",The Journal of Engineering,2018,16,16,,,,,,,,,,energy consumption,industrial robots,optimisation,agricultural machinery,citrus harvesting robot,continuous multicitrus fruit harvesting,dual intelligent optimisation algorithm,dynamic planning,harvesting sequence planning method,minimum energy consumption,multicitrus fruit harvesting algorithm,planning,shortest path,time consumption,,,,,,,,,,,,,,,,10.1049/joe.2018.8325,"According to the operational requirements of citrus harvesting robot, a new harvesting sequence planning method and its intelligent optimization algorithm are proposed based on the existing harvesting sequence planning methods, which realized dynamic planning for inverse kinematics solution selection and sequence planning. The simulation results show that the energy consumption is reduced by the proposed method. By means of harvesting robot, the harvesting sequence planning based on the principle of ‘minimum energy consumption’ and principle of ‘shortest path’ are carried out respectively, and the energy consumption is counted. The results show, compared with the multi-citrus harvesting algorithm based on the principle of ‘shortest path’, the proposed method based on the principle of ‘minimum energy consumption’ and dual intelligent optimization algorithm can realize the continuous multi-citrus harvesting, and reduce the energy and time consumption as a whole. The energy consumed by the proposed algorithm is reduced by about 12.5% when the number of harvesting points is 3–8, and about 23.0% when the number of harvesting points is 9–12. The average time consumed by the proposed algorithm is reduced by about 13.0% when the number of harvesting points is 3–8, and about 22.0% when the number of harvesting points is 9–12.",,,,,,,,,,,,,,,,,2051-3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Dutia, Dharini",,,,,,Multi-Robot Task Allocation and  Scheduling with Spatio-Temporal and  Energy Constraints,"Masters Theses (All Theses, All Years)",,2019,2019-04-24,,,,C:\Users\StanS\Zotero\storage\5DDDPSJV\1298.html,,,"Masters Theses (All Theses, All Years)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://digitalcommons.wpi.edu/etd-theses/1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Web Page,12,,,,,,,Power and interface design of an autonomous humanoid robot - ProQuest,,,,,,,,C:\Users\StanS\Zotero\storage\LC7SI3MF\1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.",,,,,,,,,,,,,,,https://search.proquest.com/openview/9d8364383982f55e1879e79c9cdabcf3/1?pq-origsite=gscholar&cbl=18750&diss=y,2020-03-27 15:14:55,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Report,27,"Schreiber, Frank B.",,,,,,Autonomous Power: From War to Peace in the I-Robot Millennium,,,2015,25 Feb 2015,NATIONAL DEFENSE UNIV NORFOLK VA JOINT ADVANCED WARFIGHTING SCHOOL,apps.dtic.mil,C:\Users\StanS\Zotero\storage\GW8HDANZ\Schreiber - 2015 - Autonomous Power From War to Peace in the I-Robot.pdf,C:\Users\StanS\Zotero\storage\DP2HC4PS\ADA624750.html,,,,,,,Autonomous Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"At its core, this thesis is about ways and means exponentiation. In the national strategic planning calculus, when the strategy for applying ways and means outstrips desired ends, the resulting outcome is risk. Autonomous power, the fruitful combination of artificial intelligence with autonomy, creates a method of producing ways and means at a scale unprecedented in human history, driving down risk. Imagine if a nation could accomplish all of the ends dictated by core national interests and still possess a surplus of ways and means designated for accomplishing the altruistic endeavors that so frequently lose out in a world hamstrung by limited resources. So powerful is this new concept that it bears consideration as a new element of national power, perhaps even more dominant than the diplomatic, information, military and economic elements of the past.",,,,,,,,,,,,,,,https://apps.dtic.mil/docs/citations/ADA624750,2020-03-27 15:14:58,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Patent,25,"CHAE, Beomseok","SHIM, Hyunjai","Lee, Sanghak","SEO, Jeongkyo",,,Method for charging battery of unmanned aerial robot and device for supporting same in unmanned aerial system,,,2020,2020-01-23,LG Electronics Inc,,C:\Users\StanS\Zotero\storage\GR4QKRQY\CHAE et al. - 2020 - Method for charging battery of unmanned aerial rob.pdf,,US,,,,,,,,,2020-01-23,,,,,,battery,level,specific,unmanned aerial,voltage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://patents.google.com/patent/US20200023999A1/en,2020-03-27 15:16:03,US20200023999A1,2019-09-18,"US16/574,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Kim, Dong-Seok","Lee, Hwang-Jae","Lee, Su-Hyun","Chang, Won Hyuk","Jang, Junwon","Choi, Byung-Ok",A wearable hip-assist robot reduces the cardiopulmonary metabolic energy expenditure during stair ascent in elderly adults: a pilot cross-sectional study,BMC Geriatrics,230,2018,"September 29, 2018",,BioMed Central,C:\Users\StanS\Zotero\storage\CL232QRC\Kim et al. - 2018 - A wearable hip-assist robot reduces the cardiopulm.pdf,C:\Users\StanS\Zotero\storage\JIGGSI3M\s12877-018-0921-1.html,,"Ryu, Gyu-Ha",BMC Geriatrics,18,1,1,A wearable hip-assist robot reduces the cardiopulmonary metabolic energy expenditure during stair ascent in elderly adults,,,,"Kim, Yun-Hee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1186/s12877-018-0921-1,"Stair ascent is one of the most important and challenging activities of daily living to maintain mobility and independence in elderly adults. Recently, various types of wearable walking assist robots have been developed to improve gait function and metabolic efficiency for elderly adults. Several studies have shown that walking assist robots can improve cardiopulmonary metabolic efficiency during level walking in elderly. However, there is limited evidence demonstrating the effect of walking assist robots on cardiopulmonary metabolic efficiency during stair walking in elderly adults. Therefore, the aim of this study was to investigate the assistance effect of a newly developed wearable hip assist robot on cardiopulmonary metabolic efficiency during stair ascent in elderly adults.",,,,,,,,,,,,,,,https://doi.org/10.1186/s12877-018-0921-1,2020-03-27 15:16:06,1471-2318,,,,,BMC Geriatrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Fung, Rong-Fong","Wu, Tsung-Liang",,,,,"Dynamic formulation, identification and energy-saving control for an LCD glass-handling robot system",International Journal of Dynamics and Control,1-20,2020,2020-03-01,,Springer Link,,,,,International Journal of Dynamics and Control,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40435-018-0470-7,"In this paper, dynamic formulation, system identification and motion control for a liquid crystal display (LCD) glass-handling robot system are studied. Hamilton’s principle is employed to derive Lagrange’s equations of both flexible and rigid models for an LCD glass-handling robot driven by a permanent magnet synchronous motor (PMSM). The real-coded genetic algorithm is adopted to identify all the parameters of the robot and PMSM simultaneously, and to search for the unknown coefficients of polynomials for the point-to-point trajectories by minimizing the input absolute electrical energy (IAEE). In this paper, variable structure controller (VSC) is realized to track the minimum IAEE point-to-point trajectory with a sliding-mode observer. In numerical simulations, vibrations due to flexibility of the timing belts are investigated for the angular displacements, speeds, accelerations of arms, and the horizontal and vertical displacements of the robot. In comparisons of numerical simulations and experimental results, it is demonstrated that identification results of the dynamic model present well matching with the system. Finally, the VSC tracking control based on the minimum IAEE trajectory is realized and its robustness and energy-saving performance is demonstrated simultaneously. The proposed methodology to design the minimum IAEE trajectory can also be applied to any other mechatronic system driven by a PMSM.",,,,,,,,,,,,,,,https://doi.org/10.1007/s40435-018-0470-7,2020-03-27 15:16:08,2195-2698,,,en,,Int. J. Dynam. Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Book,6,"Volosencu, Constantin",,,,,,Cutting Edge Research in Technologies,,124,2015,2015-10-21,BoD – Books on Demand,Google Books,,https://books.google.nl/books?id=1mmQDwAAQBAJ,,,,,,,,,,,,,,,,Technology & Engineering / Operations Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The book Cutting Edge Research in Technologies responds to the great interest for innovation in the large domain of technologies. It presents contributions by researchers with high expertise in the field, serving as a valuable reference for scientists, researchers, graduate students, and professionals. The book has five chapters covering the following subjects: information and communication technologies and services with the aim of improving the quality of life and the mobility of users, localisation technologies for deployment of mobile robots in dynamic environments, embedded video processing circuit design flow in the Python language, data communications and networking, and textile weaving.",,,,,,,,,,,,,,,,,978-953-51-2186-2,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Tallamraju, Rahul","Verma, Pulkit","Sripada, Venkatesh","Agrawal, Shrey","Karlapalem, Kamalakar",,Energy Conscious Over-actuated Multi-Agent Payload Transport Robot: Simulations and Preliminary Physical Validation,2019 28th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),1-7,2019,October 2019,,IEEE Xplore,C:\Users\StanS\Zotero\storage\TZ69SKY2\Tallamraju et al. - 2019 - Energy Conscious Over-actuated Multi-Agent Payload.pdf,C:\Users\StanS\Zotero\storage\PS7Z4TDG\8956442.html,2019 28th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),,2019 28th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),,,,Energy Conscious Over-actuated Multi-Agent Payload Transport Robot,,,,,,,,,optimisation,robot kinematics,mobile robots,actuators,energy conservation,multi-robot systems,robot dynamics,kinematic models,wheels,actuated multiagent system,battery power,dynamic models,electric vehicles,energy conscious over-actuated multiagent payload transport robot,energy efficient operation,multi-agent systems,multilevel control framework,multiwheeled payload transport system,optimization formulations,preliminary physical validation,vehicle dynamics,wheel-motor pair,,,,,,,,10.1109/RO-MAN46459.2019.8956442,"In this work, we consider a multi-wheeled payload transport system. Each of the wheels can be selectively actuated. When they are not actuated, wheels are free moving and do not consume battery power. The payload transport system is modeled as an actuated multi-agent system, with each wheel-motor pair as an agent. Kinematic and dynamic models are developed to ensure that the payload transport system moves as desired. We design optimization formulations to decide on the number of wheels to be active and which of the wheels to be active so that the battery is conserved and the wear on the motors is reduced. Our multi-level control framework over the agents ensures that near-optimal number of agents is active for the payload transport system to function. Through simulation studies we show that our solution ensures energy efficient operation and increases the distance traveled by the payload transport system, for the same battery power. We have built the payload transport system and provide results for preliminary experimental validation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Web Page,12,,,,,,,Intelligent robot / manipulator systems for NDT of primary components in nuclear power plants; Intelligente Roboter / Handhabungssysteme fuer die Pruefung von Primaerkreiskomponenten in Kernkraftwerken (Conference) | ETDEWEB,,,,,,,,C:\Users\StanS\Zotero\storage\IVAMAHYY\360738.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.osti.gov/etdeweb/biblio/360738,2020-03-27 15:16:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Chen, Yao","Zhao, Tao","Dian, Songyi","Zeng, Xiaodong","Wang, Haipeng",,Balance Adjustment of Power-Line Inspection Robot Using General Type-2 Fractional Order Fuzzy PID Controller,Symmetry,479,2020,2020/3,,www.mdpi.com,C:\Users\StanS\Zotero\storage\LYRBLAI8\Chen et al. - 2020 - Balance Adjustment of Power-Line Inspection Robot .pdf,C:\Users\StanS\Zotero\storage\LQGA4RDY\479.html,,,Symmetry,12,3,3,,,,,,,,,,inspection robot,fractional order controller,general type-2 fuzzy controller,under-actuated nonlinear system,,,,,,,,,,,,,,,,,,,,,,,,,,10.3390/sym12030479,"In this study, a general type-2 fractional order fuzzy PID (GT2FO-FPID) controller is proposed to fulfil the balance adjustment of the Power-line Inspection (PLI) robot system. It is a combination of Mamdani general type-2 fuzzy logic controller (GT2-FLC) and fractional PID controller. Since the PLI robot system is an under-actuated system, it&rsquo;s necessary to get complete information of the system. However, when all state variables are treated as input to the controller, there is a problem with the rule explosion. Because of this, the information fusion method is adopt to solve the problem and simplify the controller design. At the same time, fractional-order integral-differential operators and input-output scaling factors, which are taken as design variables and optimized by genetic algorithm (GA). To assess the performance of proposed controller based on symmetry criterion, we compared it against existing controllers, i.e., interval type-2 fractional order fuzzy PID (IT2FO-FPID), type-1 fractional order fuzzy PID (T1FO-FPID), and conventional fractional order (FOPID) controllers. Furthermore, to show the anti-inference ability of the proposed controller, three common perturbed process are tested. Finally, simulation results show that the GT2FO-FPID controller outperforms other controllers in the presence of external perturbations on the PLI robot system.",,,,,,,,,,,,,,,https://www.mdpi.com/2073-8994/12/3/479,2020-03-27 15:16:57,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Web Page,12,,,,,,,The development of robotic system for the nuclear power plants - A study on the manipulation of teleoperation system using redundant robot (Technical Report) | ETDEWEB,,,,,,,,C:\Users\StanS\Zotero\storage\TRM3LQNS\575340.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.osti.gov/etdeweb/biblio/575340,2020-03-27 15:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Liu, Tao","Li, Hao","Liu, Yiqun",,,,Computer Simulation and Its Application of a Low-energy Robot Mechanism with Collinear Driver,"2019 IEEE International Conference on Power, Intelligent Computing and Systems (ICPICS)",657-661,2019,July 2019,,IEEE Xplore,,C:\Users\StanS\Zotero\storage\BBQ45H8B\8942445.html,"2019 IEEE International Conference on Power, Intelligent Computing and Systems (ICPICS)",,"2019 IEEE International Conference on Power, Intelligent Computing and Systems (ICPICS)",,,,,,,,,,,,,robot,position control,legged locomotion,robot kinematics,control engineering computing,robot dynamics,computer simulation,dynamic simulation,closed chain leg mechanism,closed chain mechanism,collinear driver decoupling mechanism,collinear driver leg mechanism,collinear driver mechanism,decoupling mechanism,distributed driver decoupling mechanism,five-bar mechanism,low-energy robot mechanism,ordinary distributed leg mechanism,,,,,,,,,,,,10.1109/ICPICS47731.2019.8942445,"Based on the two-degree-of-freedom planar link topology, this paper deduces that five-bar mechanism is the simplest structure to realize the closed chain mechanism. After discussing the five-bar mechanism, it was found that a variant of the RPRPR structure could be used as the basic linkage group of the new closed chain leg mechanism and named as collinear driver mechanism. This paper establishes 3D model of the hexapod robot equipped with the collinear driver leg mechanism and the ordinary distributed leg mechanism, and imports them into the ADAMS for dynamic simulation. The collinear driver mechanism is used as a design scheme, and the distributed driver is used as a comparison scheme in order to verify whether the collinear driver mechanism is superior to the existing distributed driver mechanism in terms of energy consumption and dynamic parameters. From the comparison of the simulation results, it is found that the energy consumption of the collinear driver mechanism is significantly smaller than that of the distributed driver mechanism, which proves that it is a new design with low energy consumption in the closed chain leg mechanism. In addition, the distributed driver decoupling mechanism has high requirements on the peak power of the driver, and set the higher requirement of the joint drivers. The collinear driver decoupling mechanism allows the two drivers to work together.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
