,Title,Item Type,Publication Year,Author
496,A New Design of Circular Li-Ion Battery Sorting Equipment Based on High-speed Robot,conferencePaper,2014.0,"Mei, Jiang Ping; Zhang, Xin; Zhang, Zhen Yu"
497,Identification and three-dimensional positioning of urban energy lines from optical images to aid a teleoperated pruning robot,journalArticle,2016.0,"Bianchi Filho, José Francisco"
498,A virtual power algorithm for dynamics analysis of a 3-RRcP spherical parallel robot using the screw theory,journalArticle,2018.0,"Enferadi, Javad; Saffar, Vahid"
499,Cleaning Robot for Solar Panels in Solar Power Station,bookSection,2016.0,"Hang, Lu-Bin; Shen, Cheng-Wei; Bian, Huai-Qiang; Wang, Yan"
500,Design and Implementation of a Task-Oriented Robot for Power Substation,conferencePaper,2016.0,"Zhang, Haojie; Su, Bo; Su, Zhibao"
501,Development of Contact Model of a Robot Soft Finger for Power Grasping and Determination of Its Contact width,journalArticle,2011.0,"Elango, N.; Marappan, R."
502,Inspection robot for high voltage power transmission line,journalArticle,2017.0,"Sarguru, Mohd"
503,Research on the Key Technology of Crawler Robot Orbiting on Space Solar Power Station,conferencePaper,2018.0,"Shi, Yuetian; Hou, Xuyan; Rao, Xiaoshan; Li, Long"
504,Investigation of energy harvesting circuit using a capacitor-sourced buck converter for a tubular linear generator of a moball: A spherical wind-driven exploration robot,conferencePaper,2015.0,"Asama, Junichi; Burkhardt, Matthew R.; Davoodi, Faranak; Burdick, Joel W."
505,Intelligent battery management system with parallel-connected cell-balance algorithm on the humanoid robot,conferencePaper,2007.0,"Wang, Ching-Kuo; Chen, Sheng; Huang, Han-Pang"
506,Energy-optimal time allocation of a series of point-to-point motions: demonstration on a badminton robot,conferencePaper,2012.0,"Janssens, Pieter; Pipeleers, Goele; Diehl, Moritz; Pinte, Gregory; Swevers, Jan"
507,"A Low-Power, Compute Efficient Distributed Autonomous Multi-Robot System for Unknown Area Exploration",journalArticle,,"Honkote, Vinayak; Ghosh, Dibyendu; Narayanan, Karthik"
508,A study of stability for field robot using energy stability method,conferencePaper,2014.0,"Nguyen, Chi-Thanh; Park, Kyoung-Taik; Yang, Soon-Yong"
509,The research on localization of automatic battery swap robot [J],journalArticle,2011.0,"ZHAO, Ming-yu; LU, Zhi-yuan; WANG, Guo-liang"
510,Understanding the power consumption of executing deep neural networks on a distributed robot system,conferencePaper,2019.0,"Hadidi, Ramyad; Cao, Jiashen; Merck, M. L.; Siqueira, Arthur; Huang, Qiusen; Saraha, Abhijeet; Jia, Chunjun; Wang, Bingyao; Lim, Dongsuk; Liu, Lixing"
511,Research on GPS Remote Precise Positioning of Power Transmission Line Inspection Robot,conferencePaper,2018.0,"Luo, Hao; Hong, Xiao; Zheng, Lei; Yan, Biwu"
512,Minimum Energy Trajectory Optimization for Driving Systems of Palletizing Robot Joints,journalArticle,2018.0,"He, Ying; Mei, Jiangping; Fang, Zhiwei; Zhang, Fan; Zhao, Yanqin"
513,ROBOT CONTROL AND MODERN ICT FOR ENERGY EFFICIENCY AND BETTER QUALITY OF INNOVATIVE TECHNOLOGICAL PROCESSES USING SMART LAB EQUIPMENT,journalArticle,,"ИКТ, УНАР; ПО-ДОБРО, ЗАЕЕ"
514,A survey on reliability and safety analysis techniques of robot systems in nuclear power plants,report,2000.0,"Eom, H. S.; Kim, J. H.; Lee, J. C.; Choi, Y. R.; Moon, S. S."
515,Energy buffer arrangement and method for remote controlled demolition robot,patent,2018.0,"Olsson, Tommy"
516,ROBOT CONTROL AND MODERN ICT FOR ENERGY EFFICIENCY AND BETTER QUALITY OF INNOVATIVE TECHNOLOGICAL PROCESSES USING SMART LAB EQUIPMENT,journalArticle,2016.0,"Karastoyanov, D.; Chikurtev, D.; Grouev, M."
517,Research on lead-acid battery model for wheeled mobile robot,journalArticle,1995.0,"Guoguang, Qi; Jun, Qian; Donghua, Ding"
518,Optimal state estimation for a power line inspection robot,thesis,2018.0,"Soobhug, Divij"
519,Energy Expended in Robotic Deburring of Circular Components Using a SCARA Robot,conferencePaper,2015.0,"Subhashini, P. V. S.; Raju, N. V. S.; Venkata Rao, Ganapathiraju"
520,Energy Efficient Path Planning of Hybrid Fly-Drive Robot (HyFDR) using A* Algorithm.,conferencePaper,2018.0,"Sharif, Amir; Lahiru, H. M.; Herath, S.; Roth, Hubert"
521,Extending a constrained hybrid dynamics solver for energy-optimal robot motions in the presence of static friction,journalArticle,2018.0,"Vukcevic, Djordje"
522,Location System of Power Battery Sorting Robot Based on Machine Vision,journalArticle,2012.0,"ZHANG, Xiao-qing; ZHOU, Guang-bing"
523,POWER COMMUNICATION CHANNEL OF AN INQUISITION ROBOT,journalArticle,2012.0,"AREFIN, SK SHEZAN"
524,Wireless Energy Harvesting System for Charging Battery of Robot Crawler inside Oil Pipeline,journalArticle,2014.0,"Ghariani, Hamadi; Lahiani, Mongi"
525,Robust motion control for multi-split transmission line four-wheel driven mobile operation robot in extreme power environment,journalArticle,2020.0,"Li, Hong Jun; Jiang, Wei; Zou, Dehua; Yan, Yu; Zhang, An; Chen, Wei"
526,Deep Interpretation of Parkland Environment for Autonomous Landscaping Robot for the Green Smart City,conferencePaper,2019.0,"Piran, Sajad Jalil; Majidi, Babak; Manzuri, Mohammad Taghi"
527,Optimum Utilization of Energy Consumption in Arm Robot,journalArticle,2019.0,"Shah, Hairol Nizam Mohd; Kamis, Zalina; Shukor, Ahmad Zaki; Baharon, Mohd Rizuan; Sulaiman, Marizan; Azahari, Wan Nur Farhana Wan"
528,Inspection Robot Suspended on Power Transmission Lines Based on Expert System,bookSection,2011.0,"Zhi-bin, Ren; Sen, Liu; Yu-tao, Long"
529,Autonomous robot auto-docking and energy management systems and methods,patent,2018.0,"Cohen, David A.; Ozick, Daniel N.; Vu, Clara; Lynch, James; Mass, Philip R."
530,"GLOBAL ENTRAINMENT EFFECT ON BIPED ROBOT LOCOMOTION ENERGY II Za’balawi,∗ LC Kiong",journalArticle,2009.0,"Kiong, W. E.; Senanayake, SMNA"
531,A SLAM approach to generation a 3D map for a robot that performs electrical power distribution maintenance work using a laser scanner,conferencePaper,2016.0,"Jinno, Kouji; Kurabe, Koichi; Yamashita, Kyohei; Koike, Motoki; Kato, Yukiko; Tatsuno, Kyoichi"
532,Energy-Efficient Torque Distribution Optimization for an Omnidirectional Mobile Robot with Powered Caster Wheels,journalArticle,2019.0,"Jia, Wenji; Yang, Guilin; Wang, Chongchong; Zhang, Chi; Chen, Chinyin; Fang, Zaojun"
533,Energy Consumption Estimation Model for Complete Coverage of a Tetromino Inspired Reconfigurable Surface Tiling Robot,journalArticle,2019.0,"Manimuthu, Arunmozhi; Le, Anh Vu; Mohan, Rajesh Elara; Veerajagadeshwar, Prabahar; Huu Khanh Nhan, Nguyen; Ping Cheng, Ku"
534,Energy-optimal control of unconstrained planar RR robot manipulators,journalArticle,2009.0,"Gregory, John; García-Bouso, Ana; Olivares, Alberto; Staffetti, Ernesto"
535,Wireless Power and Data Transmission System of Submarine Cable-Inspecting Robot Fish and Its Time-Sharing Multiplexing Method,journalArticle,2019.0,"Chen, Guodong; Sun, Yue; Huang, Junxin; Zhou, Boda; Meng, Fanchao; Tang, Chunsen"
536,Investigation of Hybrid Solar-Wind Power Generation Systems for the Polar Expedition Robot,conferencePaper,2011.0,"Liang, Jianhong; Zhong, Qiliang; Wang, Liewu"
537,Enhancing Energy Efficiency of a 4-DOF Parallel Robot Through Task-Related Analysis,journalArticle,2020.0,"Scalera, Lorenzo; Boscariol, Paolo; Carabin, Giovanni; Vidoni, Renato; Gasparetto, Alessandro"
538,Personnel occupied woven envelope robot power,journalArticle,1988.0,"Wessling, F. C."
539,Sensor Guided Docking of Autonomous Mobile Robot for Battery Recharging,journalArticle,,"Rao, MV Sreenivas; Shivakumar, M."
540,Research on a rail-robot based remote three-dimensional inspection system for switch stations in power distribution network,conferencePaper,2017.0,"Haiguo, Tang; Jiran, Zhu; Fangliang, Gong; Hua, Leng; Min, Fan; Qi, Han"
541,Design and implementation of 3D monitoring for battery swap robot,journalArticle,2011.0,"SUN, Guang-ming; ZHAO, Ming-yu; WANG, Ying-hui; CHU, Yi"
542,Simulation Based Energy Optimization of Robot Stations by Motion Parameter Tuning,conferencePaper,2019.0,"Hovgard, Mattias; Lennartson, Bengt; Bengtsson, Kristofer"
543,Design and Simulation of a Jumping Robot Driven by Shape Memory Alloy and Elastic Energy,journalArticle,2012.0,"Ho, Thanhtam; Lee, Sangyoon"
544,Setting Objective Parameters of a Hopping Robot Based on Power Consumption,conferencePaper,1998.0,"Terze, Zdravko; Lefeber, Dirk; Vermeulen, Jimmy; De Man, Hans"
545,A Minimum-energy Trajectory Tracking Controller for Four-wheeled Omni-directional Mobile Robot,conferencePaper,2018.0,"Wang, Jianbin; Chen, Jianping; Xiao, Qijun"
546,Mechatronics Design and Energy-Efficient Navigation of a Heavy-Duty Omni-Directional Mecanum Autonomous Mobile Robot,thesis,2018.0,"Xie, Li"
547,Comparative Efficiency Study of Two Proposed Designs Tested in Water and Air Cooling Conditions for a High Power Humanoid Robot Hollow Joint,conferencePaper,2018.0,"Calvo, Mauricio Rodríguez; Ugalde, Federico Ruiz"
548,A dual-stage low-power converter driving for piezoelectric actuator applied in micro robot,journalArticle,2019.0,"Mu, Ye; Hu, Tianli; Gong, He; Wang, Lijun; Li, Shijun"
549,"System of Terrain Analysis, Energy Estimation and Path Planning for Planetary Exploration by Robot Teams",journalArticle,2012.0,"Michel, David C."
550,Mobile robot control using Bluetooth Low Energy,journalArticle,2012.0,"Riemer, Till"
551,Optimization of Energy Consumption in KUKA KR 16 Articulated Robot Manipulator,journalArticle,,"Shah, Hairol Nizam Mohd; Sulaiman, Marizan; Isa, Kamarul Syaffiq Mohamad; Kamis, Zalina; Baharon, Mohd Rizuan"
552,Research on Power Management Techniques for Sensor System of the Hexapod Bio-Robot,journalArticle,2008.0,"Shaojing, Guo; Baoling, Han; Qingsheng, Luo; Xiaochuan, Zhao; Deng, Pan"
553,Robot assisted modular battery interchanging system,patent,2018.0,"Hassounah, Khaled"
554,"Reports and Surveys (Advanced Communications Network, Automated Anatomy, Computer-Linked Brains, Drug Design Using Virtual Reality, European Software, Innovations in Automation, Power from Super-Satellites, Reliable Robot, Robots Worldwide, Space Age Robot Arm, Vision Robot)",journalArticle,1994.0,"Rudall, B. H."
555,A task analysis and a controller system design for a power distribution line maintenance robot,conferencePaper,2012.0,"Hida, Minoru; He, Yingxin; Yamamoto, Yusuke; Maekawa, Naoki; Tatsuno, Kyoichi; Kunii, Yasuyuki"
556,Low Impact Force and Energy Consumption Motion Planning for Hexapod Robot with Passive Compliant Ankles,journalArticle,2019.0,"Gao, Haibo; Liu, Yufei; Ding, Liang; Liu, Guangjun; Deng, Zongquan; Liu, Yiqun; Yu, Haitao"
557,Robot cleaning system and control method having wireless electric power charge function,patent,2018.0,"Kim, Nam Yun; Park, Eun Seok; Kwon, Sang Wook; Hong, Young Tack; Ryu, Young Ho"
558,A Prototype Mobile Robot for Intelligent Energy Harvesting in Emergent Situation,journalArticle,2015.0,"Nipa, Lutfun Nahar; Rokunuzzaman, Md"
559,Optimization of Robot Inverse Kinematics based on the Multi-joint-drive Speed Coordinated Energy Consumption Method,conferencePaper,2018.0,"Chen, Enlei; Liu, Changjun"
560,Multi-robot Coordination for Energy-Efficient Exploration,journalArticle,2019.0,"Benkrid, Abdenour; Benallegue, Abdelaziz; Achour, Noura"
561,Energy Efficient Communication with Lossless Data Encoding for Swarm Robot Coordination,conferencePaper,2019.0,"Narayanan, Karthik; Honkote, Vinayak; Ghosh, Dibyendu; Baldev, Swamy"
562,Power Source Finding Mobile Robot,journalArticle,,"Miller, Ryan"
563,Brain Power-ARTIFICIAL IN℡LIGENCE-A smart robot uses Al software from the film/game industry to think and learn.,journalArticle,2008.0,"Moltenbrey, Karen"
564,Why does a power assist robot system reduce the weight of an object lifted with it? the preliminary results,conferencePaper,2010.0,"Rahman, SM Mizanoor; Ikeura, Ryojun; Shinsuke, Ishibashi; Hayakawa, Soichiro; Sawai, Hideki"
565,Best Path Study of Robot Moving Based on Energy and Precise Positioning,journalArticle,2009.0,"Fu, ZHANG; Taiying, Z. H. U."
566,Obstacle Avoidance and Trajectory Optimisation for a Power Line Inspection Robot,thesis,2012.0,"Rowell, Timothy"
567,"UB Swarm Robot–Design, Implementation, and Power Managment",journalArticle,,"Patil, Madhav D.; Sobh, Tarek"
568,Kinetic Energy Attenuation Method for Posture Balance Control of Humanoid Biped Robot under Impact Disturbance,conferencePaper,2018.0,"Gao, Liyang; Wu, Weiguo"
569,A study on energy transfer among limbs in a legged robot locomotion,journalArticle,2018.0,"Ahmad, Huthaifa; Nakata, Yoshihiro; Nakamura, Yutaka; Ishiguro, Hiroshi"
570,Status evaluation of mobile welding robot driven by fuel cell hybrid power system based on cloud model,journalArticle,2019.0,"Lü, Xueqin; Chen, Chao; Wang, Peisong; Meng, Lingzheng"
571,Complex Robot Assembly Production Line of New Energy Component,conferencePaper,2018.0,"Du, Yi; Shi, Feng; Lu, Xikun"
572,Elastic-plastic analysis and riveting energy control for dual-robot pneumatic riveting system,journalArticle,2020.0,"Cheng, Liang; Huan, Honglun; Ke, Yinglin"
573,Wireless Power Transfer for charging Battery of robot,journalArticle,,"CHAARI, Mohamed Zied; LAHAINI, Mongi; GHARIANI, Hamadi"
574,Design of Brake Regeneration Controller and Proton Exchange Membrane Fuel Cell Power Supply for a Robot,journalArticle,2017.0,"Pa, P. S.; Shieh, J. H.; Chang, S. C."
575,"Towards energy-efficient limit-cycle walking in biped service robots: design analysis, modeling and experimental study of biped robot actuated by linear motors",journalArticle,2013.0,"Peralta Cabezas, José Luis"
576,Method for charging battery included in robot and apparatus thereof,patent,2019.0,"Kim, Sunok; Park, Jaemin; Youngjung, S. U. H.; Byounggyo, A. H. N.; Youngkyu, C. H. O."
577,Effective programming of energy consuming industrial robot systems,journalArticle,2012.0,"Trnka, K.; Pintér, T.; Knazik, M.; Bozek, P."
578,Smart Grid Robot Exclusively Designed for High Power Transmission Lines,conferencePaper,2019.0,"Arun, M.; Jenson, Daphne; Nandhini, V. M.; Abinaya, B."
579,Method for charging battery included in robot and apparatus thereof,patent,2019.0,"Youngkyu, C. H. O.; Kim, Sunok; Park, Jaemin; Youngjung, S. U. H.; Byounggyo, A. H. N."
580,Energy Flow Control System with Robot-Accumulator Interfacing Module,journalArticle,,"Prieditis, Marcis; Vitols, Kristaps"
581,A free-rotating ball-shaped transmitting coil with wireless power transfer system for robot joints,journalArticle,2019.0,"Yang, Yang; Chen, Wenjie; Dai, Liyu; Wang, Rui"
582,Investigation of Aerodynamic Stability of a Lightweight Dual-Arm Power Transmission Line Inspection Robot under the Influence of Wind,journalArticle,2019.0,"Alhassan, Ahmad Bala; Zhang, Xiaodong; Shen, Haiming; Jian, Guo; Xu, Haibo; Hamza, Khaled"
583,Two Axes Automatic Solar Panel Sun Tracking System For Supplying Power To Mine Detection Robot,conferencePaper,2014.0,"Elhenawy, Adle Ezzat"
584,Energy efficient multi-robot coordination.,thesis,2016.0,"Wigström, Oskar"
585,Future Technology Estimation Survey form for the Robotics Technology Alternatives in the Electric Power Industry: Submersible Mini-Robot,report,2016.0,"Mazumdar, Anirban"
586,Analysis and Verification on Energy Consumption of the Quadruped Robot with Passive Compliant Hydraulic Servo Actuator,journalArticle,2020.0,"Hua, Zisen; Rong, Xuewen; Li, Yibin; Chai, Hui; Li, Bin; Zhang, Shuaishuai"
587,CAD for Robot Workcells in Battery Manufacturing,bookSection,1994.0,"Kamnik, Roman; Bjad, T.; Kralj, Alojz"
588,ROSETLineBot: One-Wheel-Drive Low-Cost Power Line Inspection Robot Design and Control,journalArticle,2019.0,"Zengin, Aydin Tarik; Erdemir, Gokhan; Akinci, Tahir Cetin; Selcuk, Fahri Anil; Erduran, Mustafa Nizamettin; Seker, S. Serhat"
589,Design of Battery Powered Tef Seed Row Planting Robot,thesis,2017.0,"Abebaw, Taye"
590,Power system of a multi-legged walking robot,journalArticle,,"Singh, Rajendra; Waldron, Kenneth J.; Vohnout, Vincent J."
591,Energy harvesting from mouse click of robot finger using piezoelectrics,conferencePaper,2017.0,"Cha, Youngsu; Hong, Jin; Lee, Jaemin; Park, Jung-Min; Kim, Keehoon"
592,The Motion Control of Clothes Model Robot and Measurement of Clothes Energy Consumption,conferencePaper,2011.0,"Sui, Xiu Wu; Qi, Xiao Guang; Zhao, Han Wang; Li, Da Peng; Jiang, Ya Ming"
593,Robot for inspecting rotor blades of wind energy installations,patent,2017.0,"Krampe, Susanne"
594,Collision-Free Path-Planning for Six-DOF Serial Harvesting Robot Based on Energy Optimal and Artificial Potential Field,journalArticle,2018.0,"Luo, Lufeng; Wen, Hanjin; Lu, Qinghua; Huang, Haojie; Chen, Weilin; Zou, Xiangjun; Wang, Chenglin"
595,"Embedded service robot: towards an automated, efficient and green smelter",journalArticle,,"Trideau, Michael"
596,"New ECL Embedded Service Robot: towards an automated, efficient and green smelter",bookSection,2015.0,"Guérin, Jéróme; Hequet, Anne-Gaëlle"
597,MPPT BASED BATTERY SWAPPING SPY ROBOT FOR DEFENCE AND COAL MINE PURPOSE,journalArticle,,"Suresh Kumar, R.; Sharmila, K."
598,Radiation imaging using a compact Compton camera mounted on a crawler robot inside reactor buildings of Fukushima Daiichi Nuclear Power Station,journalArticle,2019.0,"Sato, Yuki; Terasaka, Yuta; Utsugi, Wataru; Kikuchi, Hiroyuki; Kiyooka, Hideo; Torii, Tatsuo"
599,Design of Control Circuit for Low Power Robot Based on ARM,journalArticle,2019.0,"Feng, Shanshan"
600,Optimal Control Technology of Electric Power Load Distribution of Submarine Cable Salvage Robot,conferencePaper,2019.0,"Yubing, Duan; Xiaoli, Hu; Chao, Gu; Xiaobin, Sun; Jinxia, Yao; Bo, Yang; Hao, Zhang"
601,Energy-Saving High-Speed Pick-and-Place Robot Using In-Frame Parallel Spring,journalArticle,2015.0,"Arata, Jumpei; Isogai, Yuji; Sumida, Junya; Sakaguchi, Masamichi; Nakadate, Ryu; Oguri, Susumu; Hashizume, Makoto"
602,Correlation between stability and energy variations in control strategies for mobile base robot with manipulators subjected to external disturbances,journalArticle,2019.0,"Son, Changman"
603,Investigation of mechanical energy storage system for agile mobile robot motion: Counter rotating flywheel controlled hovering robot,conferencePaper,2017.0,"Tatoglu, Akin; Kodali, Madhukanth; Mullapudi, Likhitha; Campana, Claudio"
604,Energy Optimized Robot Arm Path Planning Using Differential Evolution in Dynamic Environment,conferencePaper,2018.0,"Das, Sourva Dipta; Bain, Victor; Rakshit, Pratyusha"
605,A Multi-Robot Path Planning Scheme and Management based on Power Availability,conferencePaper,2016.0,"Ravankar, Abhijeet; Ravankar, Ankit A.; Kobayashi, Yukinori; Emaru, Takanori"
606,Speed Control Characteristics and Energy Consumption Modeling for Composite Driving in-Pipe Robot,conferencePaper,2019.0,"Chen, Jun; Zhang, Xuxu; Cao, Xianli; Deng, Zongquan"
607,Adaptive driver modeling using machine learning algorithms for the energy optimal planning of velocity trajectories for electric vehicles and realizing simultaneous lane keeping and adaptive speed regulation on accessible mobile robot testbeds,thesis,2018.0,"Waters, Thomas Robert"
608,The design of DC/DC converter for battery discharging circuit for ship hull cleaning robot based on saber,conferencePaper,2019.0,"Wang, Jiabin; Li, Gensong"
609,An Autonomous Mobile Inspection Robot for an Electric Power Sub-station.,conferencePaper,2013.0,"Thompson, Simon; Kagami, Satoshi; Okajima, Masafumi"
610,Design and construction of a system for wirelessly charging the battery of a robot,journalArticle,,"zied CHAARI, Mohamed; GHARIANI, Hamadi; LAHIANI, Mongi"
611,Development of an upper-limb power-assist exoskeleton robot to generate human like motion,journalArticle,2015.0,"Gunasekara, Jasinge Malin Pamuditha"
612,Gait Training with Wearable Hip-assist Robot Reduce Trunk and Leg Muscle Efforts and Metabolic Energy Consumption in Community Dwelling Elderly Adults: A Randomized Controlled Trial,journalArticle,,"Kim, Yun-Hee; Ryu, Gyu-Ha"
613,AN ENERGY-EFFICIENT MULTI-MODAL ADAPTIVE CONTROL SCHEME AND ITS PROPOSED IMPLEMENTATION ON A PROTOTYPE CLIMBING ROBOT,bookSection,2010.0,"JACOBS, SA; DEHGHANI-SANIJ, AA"
614,Multi-robot Mission Planning with Energy Replenishment,journalArticle,2018.0,"Li, Bingxi"
615,Power Systems Inspection Robot for Contactless Busbar Voltage Measurement and Underground Cable Tracking,conferencePaper,2018.0,"Barnett, Shaun B."
616,Control Method for Rollover Recovery of Rescue Robot Considering Normalized Energy Stability Margin and Manipulating Force,conferencePaper,2019.0,"Sato, Noritaka; Kitani, Makoto; Morita, Yoshifumi"
617,DEVELOPMENT OF ON-LINE HYBRID ELECTRONIC RADIATION DOSIMETER FOR A MOBILE ROBOT USING COMMERCIAL POWER pMOSFET AND PIN DIODE,bookSection,2000.0,"LEE, NH; CHO, JW; KIM, SH; YOUK, GU"
618,A power series based inverse-kinematics solution of a humanoid robot hand with coupled joints,conferencePaper,2016.0,"Jiang, Li; Sun, Bingqian; Fan, Shaowei; Zhang, Qi"
619,Real-Time Path-Constrained Trajectory Tracking for Robot Manipulators with Energy Budget Optimization,conferencePaper,2019.0,"Cunha, Danilo V.; Lizarralde, Fernando"
620,Robot cleaning system and control method having a wireless electric power charge function,patent,2016.0,"Kim, Nam Yun; Park, Eun Seok; Kwon, Sang Wook; Hong, Young Tack; Ryu, Young Ho"
621,MOBILE ROBOT FOR EXPLORATION AND MANIPULATION INSIDE A NUCLEAR POWER PLANT.,journalArticle,2017.0,"Ritzberger, Niklas; Emenshuber, Simon; Schubert, Gerald; Voglsinger, Florian; Kubinger, Wilfried; Fuchslocher, Florian"
622,Recovering elastic energy in a single-legged hopping robot,thesis,2015.0,"Sedal, Audrey"
623,"A Highly Reliable, Low Power Consumption, Low-Cost Multisensory Based System For Autonomous Navigational Mobile Robot",thesis,2016.0,"Alajlan, Abrar M."
624,Energy Optimization of Robotic Cells with Single Robot and m Machines,journalArticle,2018.0,"Chmel, Bc Jakub"
625,Achieving Versatile Energy Efficiency With the WANDERER Biped Robot,journalArticle,2020.0,"Hobart, Clinton G.; Mazumdar, Anirban; Spencer, Steven J.; Quigley, Morgan; Smith, Jesper P.; Bertrand, Sylvain; Pratt, Jerry; Kuehl, Michael; Buerger, Stephen P."
626,Wireless Power and SIMO Control Based on Magnetic Coupling Resonance Using in Delta Robot,conferencePaper,2019.0,"Wang, Jue; Chen, Genliang; Wang, Hao"
627,High power lithium battery management system for MINDEF s humanoid robot.,journalArticle,2013.0,"Ahmad, Muhammad Faris Bin"
628,Movable Power Coupling and a Robot with Movable Power Coupling,patent,2018.0,"Hosek, Martin; Sah, Sripati"
629,Movable Power Coupling and a Robot with Movable Power Coupling,patent,2018.0,"Hosek, Martin; Sah, Sripati"
630,Remote Sensing to Minimize Energy Consumption of Six-axis Robot Arm Using Particle Swarm Optimization and Artificial Neural Network to Control Changes in Real Time,journalArticle,2020.0,"Kaitwanidvilai, Somyot; Chanarungruengkij, Veerasak; Konghuayrob, Poom"
631,Low Power Two-Tier GALS Architecture for Multi Robot Collision Avoidance,conferencePaper,2013.0,"Pradhan, Neeraj; Dubey, Roopak; Krishna, K. Madhava; Chowdhury, Shubhajit Roy"
632,Self-Power Generating Indoor Air Purifier Robot,journalArticle,2020.0,"Singh, Rashbir; Chadha, Gulpreet Kaur; Deep, Vikas; Mehrotra, Deepti"
633,Manipulator visual localization motion control for power cable mobile robot in dynamic-unstructured environment,journalArticle,2019.0,"Jiang, Wei; Zhang, An; Wu, Gongping; Yu, Lianqing; Li, Hong Jun; Du, Lizhen; Chen, Wei"
634,Optimization of Gait Parameters for Energy Efficiency Improvement of Farmland Robot Based on Orthogonal Experiment Design,journalArticle,2019.0,"Zhang, Yongnian; Luo, Xiaofei; Zhu, Cong; Lu, Wei; Wang, Xiaochan"
635,Effects of turning gait parameters on energy consumption and stability of a six-legged walking robot,journalArticle,,"Pratihar, Dilip Kumar"
636,Robot World Cup Soccer: The Power of UTS Unleashed!,journalArticle,,"Agnew, Nicholas; Brownlow, Peter; Dissanayake, Gamini; Hartanto, Yohan; Heinitz, Shannan; Karol, Alankar; Stanton, Christopher; Trieu, Michael; Williams, Mary-Anne; Zeman, Astrid"
637,Compressed air-based autonomous power generation system for stand-alone industrial robot jigs,patent,2019.0,"Lee, Jin Yong"
638,"Building of a mobile robot: Sensing or Moving, Time and Energy.",journalArticle,2012.0,"SAINT-RAYMOND, Louis"
639,Hybrid genetic algorithms for energy efficient path placement of a 6 DOF robot manipulator,book,2016.0,"Sita, Enrico"
640,Energy-Optimal Timing of Robot Stations Subject to Gaussian Disturbances,conferencePaper,2019.0,"Hovgard, Mattias; Lennartson, Bengt; Bengtsson, Kristofer"
641,A Power Series Based Inverse-Kinematics Solution of Humanoid Robot Finger with Coupled Joints,journalArticle,2018.0,"Jiang, Li; Sun, Bingqian; Gu, Haiwei"
642,Energy-Optimal Trajectory Generation and Task Scheduling for Multiple Robot Manipulators,thesis,2016.0,최근준
643,Harvesting sequence planning of a harvesting robot based on the principle of minimum energy consumption,journalArticle,2018.0,"Wang, Yi; Ma, Jitong; Zhang, Zhe; Zhao, Hongmei; Teng, Juyuan; He, Yu; Xu, Hongbin"
644,Power and interface design of an autonomous humanoid robot,thesis,2015.0,"Fotue-Tatchum, Florent"
645,PRE-PRINT A robot that walked 65 km on a single charge: energy-effective and reliable locomotion using trajectory optimization and stabilization from reflexes,journalArticle,,"Bhounsule, Pranav A.; Cortell, Jason; Hendriksen, Bram; Karssen, JG Daniël; Paul, Chandana; Ruina, Andy"
646,Robot Brachiation With Energy Control,thesis,2016.0,"Yang, Zongyi"
647,Autonomous Power: From War to Peace in the I-Robot Millennium,report,2015.0,"Schreiber, Frank B."
648,Multi-Robot Task Allocation and Scheduling with Spatio-Temporal and Energy Constraints,journalArticle,2019.0,"Dutia, Dharini"
649,Development of High-Access Survey Robot for TEPCO’s Fukushima Daiichi Nuclear Power Station,journalArticle,,"SUGIURA, Hisashi"
650,A ROBOT FOR ICE REMOVING OF TETHER IN HIGH ALTITUDE WIND POWER STATIONS,journalArticle,,"Safari-Doust, Asghar; Rezaey, Abbas"
651,Method for charging battery of unmanned aerial robot and device for supporting same in unmanned aerial system,patent,2020.0,"Beomseok, CHAE; Hyunjai, SHIM; Lee, Sanghak; Jeongkyo, S. E. O."
652,Dynamical Gaits and Energy Efficiency in a Hexapod Robot Haldun Komsuooglu \S,journalArticle,,
653,Intelligent robot/manipulator systems for NDT of primary components in nuclear power plants; Intelligente Roboter/Handhabungssysteme fuer die Pruefung von Primaerkreiskomponenten in Kernkraftwerken,journalArticle,1999.0,"Dirauf, F.; Gottfried, R.; Bauer, R."
654,Balance Adjustment of Power-Line Inspection Robot Using General Type-2 Fractional Order Fuzzy PID Controller,journalArticle,2020.0,"Chen, Yao; Zhao, Tao; Dian, Songyi; Zeng, Xiaodong; Wang, Haipeng"
655,"Dynamic formulation, identification and energy-saving control for an LCD glass-handling robot system",journalArticle,2018.0,"Fung, Rong-Fong; Wu, Tsung-Liang"
656,The development of robotic system for the nuclear power plants-A study on the manipulation of teleoperation system using redundant robot,journalArticle,1996.0,"Lee, Chung Oh; Cho, Hyung Seok; Jang, Pyung Hoon; Park, Ki Chul; Hyun, Jang Hwan; Kim, Joo Gon; Park, Young Joon; Hwang, Woong Tae; Jeon, Yong Soo; Lee, Joo Yeon"
657,Energy Conscious Over-actuated Multi-Agent Payload Transport Robot: Simulations and Preliminary Physical Validation,conferencePaper,2019.0,"Tallamraju, Rahul; Verma, Pulkit; Sripada, Venkatesh; Agrawal, Shrey; Karlapalem, Kamalakar"
658,3 DoF/6 DoF Localization System for Low Computing Power Mobile Robot Platforms,journalArticle,2015.0,"Costa, Carlos M.; Sobreira, Héber M.; Sousa, Armando J.; Veiga, Germano"
