,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,i1,i2,i3,i4,i5,e1,e2,e3,e4,e5
427,CQ7WHU2W,journalArticle,2010.0,"Wiriya, Sunthorn; Distaklu, Nikom; Howimanporn, Suppachai",Speed Control System Design in Bicycle Robot by Low Power Method,,,,,,,2010,2020-03-29 15:16:20,2020-03-29 15:16:20,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\QR8ID6X4\Wiriya et al. - 2010 - Speed Control System Design in Bicycle Robot by Lo.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
428,RP38Q6YS,bookSection,2016.0,"Lu, Qiang; He, Bin",Kinematics and energy minimization approach for continuum robot,Advances in Reconfigurable Mechanisms and Robots II,,,,,,2016,2020-03-29 15:16:20,2020-03-29 15:16:20,,817–827,,,,,,,,,,,Springer,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\ISYNBYLG\978-3-319-23327-7_70.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
429,A6ULVIUG,journalArticle,2017.0,"Brandstetter, Jürgen",The Power of Robot Groups with a Focus on Persuasive and Linguistic Cues,,,,,,,2017,2020-03-29 15:16:20,2020-03-29 15:16:20,,,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: University of Canterbury,,C:\Users\StanS\Zotero\storage\WAST978K\Brandstetter - 2017 - The Power of Robot Groups with a Focus on Persuasi.pdf; C:\Users\StanS\Zotero\storage\K2CURTGA\13598.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
430,Z7H6K3ZN,journalArticle,2001.0,"Tong, H.; Ueyama, T.",Improvement of aluminium alloy sheet metal welding quality and productivity with AC pulsed MIG welding system (1st report). Development of AC pulsed MIG welding power source with built-in robot interface,,,,,,,2001,2020-03-29 15:16:20,2020-03-29 15:16:20,,,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: Taylor & Francis,,C:\Users\StanS\Zotero\storage\ZBV5CM6Q\09507110109549455.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
431,HP3LAZ5T,journalArticle,,"Tawiwat, V.; Tosapolporn, P.; Kedit, J.",Minimum Energy of a Prismatic Joint without: Actuator: Application on RRP Robot,,,,,,,,2020-03-29 15:16:20,2020-03-29 15:16:20,,,,,,,,Minimum Energy of a Prismatic Joint without,,,,,,,,,,,,Google Scholar,,Publisher: Citeseer,,C:\Users\StanS\Zotero\storage\AUIK66HT\Tawiwat et al. - Minimum Energy of a Prismatic Joint without Actua.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
432,6CNS5G8V,conferencePaper,2018.0,"Bianchi Filho, Jose Francisco; Siebert, Luciano Cavalcante; Mariani, Viviana Cocco; dos Santos Coelho, Leandro",A Conceptual Model of a Stereo Vision System to Aid a Teleoperated Robot in Pruning Vegetation Close to Overhead Urban Power Lines,"2018 International Symposium on Power Electronics, Electrical Drives, Automation and Motion (SPEEDAM)",,,,,,2018,2020-03-29 15:16:20,2020-03-29 15:16:20,,1119–1124,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\9R6N5GQW\8445341.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
433,TNIL3LT9,journalArticle,2019.0,"Le, Anh Vu; Ku, Ping-Cheng; Than Tun, Thein; Huu Khanh Nhan, Nguyen; Shi, Yuyao; Mohan, Rajesh Elara",Realization energy optimization of complete path planning in differential drive based self-reconfigurable floor cleaning robot,Energies,,,,,,2019,2020-03-29 15:16:57,2020-03-29 15:16:57,,1136,,6,12.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Multidisciplinary Digital Publishing Institute,,C:\Users\StanS\Zotero\storage\DYTR695D\Le et al. - 2019 - Realization energy optimization of complete path p.pdf; C:\Users\StanS\Zotero\storage\JHUNMCFT\1136.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
434,6QTE7PW2,conferencePaper,2010.0,"Pérez Bailón, W.; Barrera Cardiel, E.; Juárez Campos, I.; RAMOS PAZ, A.","Mechanical Energy Optimization in Trajectory Planning for Six DOF Robot Manipulators Based on Eighth-Degree Polynomial Functions, a Genetic Algorithm and a Parallel Processing Technique Based on Multithreading","GEM 2010: proceedings of the 2010 international conference on genetic and evolutionary methods (Las Vegas NV, July 12-15, 2010)",,,,,,2010,2020-03-29 15:16:57,2020-03-29 15:16:57,,203–208,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\43UWPTGY\index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
435,WISQEZM8,journalArticle,,"Eggers, K.; Hansen, C.; Kotlarski, J.; Ortmaier, T.",Reduction of Energy Consumption by Optimized Robot Cell Design,,,,,,,,2020-03-29 15:16:57,2020-03-29 15:16:57,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\8ZDIHJ2Q\Eggers et al. - Reduction of Energy Consumption by Optimized Robot.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
436,KUZDDXC6,conferencePaper,2018.0,"Hong, Xiao; Luo, Hao; Yan, Biwu; Zheng, Lei",Study of Expert Control Systems for Power Transmission Line Inspection Robot,"2018 7th International Conference on Energy, Environment and Sustainable Development (ICEESD 2018)",,,,,,2018,2020-03-29 15:16:57,2020-03-29 15:16:57,,,,,,,,,,,,,Atlantis Press,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\UMTUAVI2\Hong et al. - 2018 - Study of Expert Control Systems for Power Transmis.pdf; C:\Users\StanS\Zotero\storage\2WL67Z4X\25894925.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
437,7KZXIBR7,conferencePaper,2015.0,"Lahr, Gustavo José Giardini; Caurin, Glauco Augusto de Paula; Fortulan, Carlos Alberto",The use of robot with force control in machining of green ceramics,Materials Science Forum,,,,,,2015,2020-03-29 15:16:57,2020-03-29 15:16:57,,615–620,,,805.0,,,,,,,,Trans Tech Publ,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\2PSBT6DW\MSF.805.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
438,VNY2HTJS,conferencePaper,2014.0,"Liu, Hui; Stoll, Norbert; Junginger, Steffen; Thurow, Kerstin",A new approach to battery power tracking and predicting for mobile robot transportation using wavelet decomposition and ANFIS networks,2014 IEEE International Conference on Robotics and Biomimetics (ROBIO 2014),,,,,,2014,2020-03-29 15:16:57,2020-03-29 15:16:57,,253–258,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\LKGVHRYE\7090339.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
439,8BUEJ3Z8,conferencePaper,2016.0,"Kato, Yukiko; Koike, Motoki; Kurabe, Koichi; Jinno, Koji; Yamashita, Kyohei; Tatsuno, Kyoichi",Task performance test on grasping the bolt by a power distribution line maintenance experimental robot system,2016 International Symposium on Micro-NanoMechatronics and Human Science (MHS),,,,,,2016,2020-03-29 15:16:57,2020-03-29 15:16:57,,1–7,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\XK6VWTZN\7824232.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
440,NDJTZC3M,conferencePaper,2017.0,"Sakayori, Go; Ishigami, Genya",Energy efficient slope traversability planning for mobile robot in loose soil,2017 IEEE International Conference on Mechatronics (ICM),,,,,,2017,2020-03-29 15:16:57,2020-03-29 15:16:57,,99–104,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\XND82KWV\7921087.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
441,MVLRG3G6,conferencePaper,2018.0,"Ivoilov, Andrei; Trubin, Vitaly; Zhmud, Vadim; Dimitrov, Lubomir",The Power Consumption Decreasing of the Two-Wheeled Balancing Robot,2018 International Multi-Conference on Industrial Engineering and Modern Technologies (FarEastCon),,,,,,2018,2020-03-29 15:16:57,2020-03-29 15:16:57,,1–8,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\6536G2S2\8602775.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
442,QFFYUGVB,journalArticle,2013.0,"Roper, Daniel",Energy Based Control System Designs for Underactuated Robot Fish Propulsion,,,,,,,2013,2020-03-29 15:16:57,2020-03-29 15:16:57,,,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: University of Plymouth,,C:\Users\StanS\Zotero\storage\UAV5GJT5\Roper - 2013 - Energy Based Control System Designs for Underactua.pdf; C:\Users\StanS\Zotero\storage\EZB27DBK\1560.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
443,T4Y5MNUH,conferencePaper,2006.0,"Ryan, Monique; Coup, Robert","An universal, inductively coupled battery charger for robot power supplies",Proceedings of the 2006 Australasian Conference on Robotics and Automation,,,,,,2006,2020-03-29 15:17:03,2020-03-29 15:17:03,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,"C:\Users\StanS\Zotero\storage\LW4GG6F4\Ryan and Coup - 2006 - An universal, inductively coupled battery charger .pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
444,KDZB89YE,journalArticle,2019.0,"Yang, Kun; Li, Yibin; Zhou, Lelai; Rong, Xuewen",Energy efficient foot trajectory of trot motion for hydraulic quadruped robot,Energies,,,,,,2019,2020-03-29 15:17:03,2020-03-29 15:17:03,,2514,,13,12.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Multidisciplinary Digital Publishing Institute,,C:\Users\StanS\Zotero\storage\H2ND6PHA\Yang et al. - 2019 - Energy efficient foot trajectory of trot motion fo.pdf; C:\Users\StanS\Zotero\storage\8Z4YRCNF\2514.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
445,MWFWXJYS,conferencePaper,2018.0,"Kumar, Pushpendra; Bensekrane, Ismail; Singh, Manarshhjot; Merzouki, Rochdi",Bond Graph based Power Consumption Estimation of a Non-holonomic Wheeled Mobile Robot with Multiple Driving Modes,2018 7th International Conference on Systems and Control (ICSC),,,,,,2018,2020-03-29 15:17:03,2020-03-29 15:17:03,,441–446,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\RPHPX733\8587781.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
446,4C27ANYD,journalArticle,2015.0,"Azimi, Mohsen; Hairi Yazdi, Mohammad Reza",Energy dissipation rate control via a semi-analytical pattern generation approach for planar three-legged galloping robot based on the property of passive dynamic walking,Journal of Computational Applied Mechanics,,,,,,2015,2020-03-29 15:17:03,2020-03-29 15:17:03,,31–39,,1,46.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: University of Tehran,,C:\Users\StanS\Zotero\storage\WNNZVMN6\Azimi and Hairi Yazdi - 2015 - Energy dissipation rate control via a semi-analyti.pdf; C:\Users\StanS\Zotero\storage\7JWZHYQU\article_53391_7209.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
447,T6WXIZTU,conferencePaper,2016.0,"Kim, Jeongwan; Dietz, J. Eric; Matson, Eric T.",Modeling of a multi-robot energy saving system to increase operating time of a firefighting robot,2016 IEEE Symposium on Technologies for Homeland Security (HST),,,,,,2016,2020-03-29 15:17:03,2020-03-29 15:17:03,,1–6,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\6YGH89CT\7568971.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
448,LXVHSACG,conferencePaper,2009.0,"Wang, Ching-Kuo; Huang, Wei-Fu; Chiu, Jane-Ferng",Intelligent power management of Lithium-ferro-phosphate cells on the homecare robot,2009 IEEE/ASME International Conference on Advanced Intelligent Mechatronics,,,,,,2009,2020-03-29 15:17:03,2020-03-29 15:17:03,,1527–1532,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\5YPFW6Z5\5229839.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
449,DLDCU33X,journalArticle,,"Zakharova, O.; Egorov, A.",The energy-optimal motion of a vibration-driven robot in a medium with a inherited law of resistance,,,,,,,,2020-03-29 15:17:03,2020-03-29 15:17:03,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\MS3HSBID\138174.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
450,ZJ9RI7MI,journalArticle,2010.0,"LI, Hong-wei; ZHAO, Shi-ping; LU, Xiao-long",A design of the climbing mechanism of a power tower climbing robot,Manufacturing Automation,,,,,,2010,2020-03-29 15:17:03,2020-03-29 15:17:03,,,,,12.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\GKNEWV6Q\CJFDTotal-JXGY201012032.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
451,GWMLFVI9,journalArticle,2010.0,"MORO, FEDERICO LORENZO",Design and intelligent control of an energy efficient humanoid robot,,,,,,,2010,2020-03-29 15:17:03,2020-03-29 15:17:03,,,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: Italy,,C:\Users\StanS\Zotero\storage\J2HSAZH8\MORO - 2010 - Design and intelligent control of an energy effici.pdf; C:\Users\StanS\Zotero\storage\QLQZG7SJ\11707.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
452,YC292DQL,conferencePaper,2016.0,"Sakayori, Go; Ishigami, Genya",Power-synchronized path planning for mobile robot in rough terrain,"Proc. 13th Int. Symp. Artif. Intell., Robotics Autom. Space",,,,,,2016,2020-03-29 15:17:03,2020-03-29 15:17:03,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\PXVEBDBR\Sakayori and Ishigami - 2016 - Power-synchronized path planning for mobile robot .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
453,Z7Z2E8PT,conferencePaper,2019.0,"Li, Le; Liu, Weidong; Gao, Li’e; Qi, Qian; Jiang, Sen; Li, Zeyu",Energy-awared Diving Control for A Deep-sea Hexapod Robot,OCEANS 2019-Marseille,,,,,,2019,2020-03-29 15:18:32,2020-03-29 15:18:32,,1–5,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\IPRNTLXF\8867482.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
454,RBKDXS8F,book,2014.0,"Ceber, Arif",Energy efficient design and implementation of a semi-autonomous mobile robot prototype,,,,,,,2014,2020-03-29 15:18:32,2020-03-29 15:18:32,,,,,,,,,,,,,University of Houston-Clear Lake,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\7BAWHFDP\1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
455,833HERCY,journalArticle,2017.0,"Grebers, Ritvars; Gadaleta, Michele; Paugurs, Arturs; Senfelds, Armands; Avotins, Ansis; Pellicciari, Marcello",Analysis of the energy consumption of a novel dc power supplied industrial robot,Procedia Manufacturing,,,,,,2017,2020-03-29 15:18:32,2020-03-29 15:18:32,,311–318,,,11.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,C:\Users\StanS\Zotero\storage\IH2B8Y59\S2351978917303153.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
456,A2VTRQML,journalArticle,2019.0,"Rodriguez-Barroso, Alejandro; Saltaren, Roque; A Portilla, Gerardo; S Cely, Juan; Yakrangi, Oz",Potential Energy Distribution of Redundant Cable-Driven Robot Applied to Compliant Grippers: Method and Computational Analysis,Sensors,,,,,,2019,2020-03-29 15:18:32,2020-03-29 15:18:32,,3403,,15,19.0,,,Potential Energy Distribution of Redundant Cable-Driven Robot Applied to Compliant Grippers,,,,,,,,,,,,Google Scholar,,Publisher: Multidisciplinary Digital Publishing Institute,,C:\Users\StanS\Zotero\storage\C5AX3ISF\htm.html; C:\Users\StanS\Zotero\storage\TL79ULMM\3403.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
457,M56H9PTV,journalArticle,,"Rao, MV Sreenivas; Shivakumar, M.",Overview of Battery Monitoring and Recharging of Autonomous Mobile Robot,International Journal on Recent and Innovation Trends in Computing and Communication,,,,,,,2020-03-29 15:18:32,2020-03-29 15:18:32,,174–179,,5,6.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\NKW6W2I4\Rao and Shivakumar - Overview of Battery Monitoring and Recharging of A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
458,5C8RRPUG,conferencePaper,2015.0,"Cuadra-Troncoso, J. M.; Rivas-Casado, A.; Álvarez-Sánchez, J. R.; de la Paz-López, Félix; Obregón-Castellanos, D.",Towards Robot Localization Using Bluetooth Low Energy Beacons RSSI Measures,International Work-Conference on the Interplay Between Natural and Artificial Computation,,,,,,2015,2020-03-29 15:18:32,2020-03-29 15:18:32,,222–231,,,,,,,,,,,Springer,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\MI2Z3KK7\978-3-319-18833-1_24.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
459,EWQXSDKQ,conferencePaper,2014.0,"Mei, Jiang Ping; Zhang, Xin; Zhang, Zhen Yu",A New Design of Circular Li-Ion Battery Sorting Equipment Based on High-speed Robot,Applied Mechanics and Materials,,,,,,2014,2020-03-29 15:18:32,2020-03-29 15:18:32,,1067–1071,,,541.0,,,,,,,,Trans Tech Publ,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\HV4U7VV2\AMM.541-542.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
460,CY2WSHFC,journalArticle,2016.0,"Bianchi Filho, José Francisco",Identification and three-dimensional positioning of urban energy lines from optical images to aid a teleoperated pruning robot,,,,,,,2016,2020-03-29 15:18:32,2020-03-29 15:18:32,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\T72ZGWIS\46460.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
461,CY9R2YAL,journalArticle,2018.0,"Enferadi, Javad; Saffar, Vahid",A virtual power algorithm for dynamics analysis of a 3-RRcP spherical parallel robot using the screw theory,Australian Journal of Mechanical Engineering,,,,,,2018,2020-03-29 15:18:32,2020-03-29 15:18:32,,1–13,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: Taylor & Francis,,C:\Users\StanS\Zotero\storage\X9ZGDDQI\14484846.2018.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
462,6WJWU9Z6,bookSection,2016.0,"Hang, Lu-Bin; Shen, Cheng-Wei; Bian, Huai-Qiang; Wang, Yan",Cleaning Robot for Solar Panels in Solar Power Station,ADVANCED MATERIAL SCIENCE AND ENGINEERING AMSE2016,,,,,,2016,2020-03-29 15:18:32,2020-03-29 15:18:32,,402–407,,,,,,,,,,,World Scientific,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\6SBYNZ5N\9789813141612_0056.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
463,GHMQ6UTI,conferencePaper,2016.0,"Zhang, Haojie; Su, Bo; Su, Zhibao",Design and Implementation of a Task-Oriented Robot for Power Substation,International Conference on Social Robotics,,,,,,2016,2020-03-29 15:18:39,2020-03-29 15:18:39,,746–752,,,,,,,,,,,Springer,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\2G6DKZFX\978-3-319-47437-3_73.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
464,5TMSDGNK,journalArticle,2011.0,"Elango, N.; Marappan, R.",Development of Contact Model of a Robot Soft Finger for Power Grasping and Determination of Its Contact width,International Journal on Production and Industrial Engineering,,,,,,2011,2020-03-29 15:18:39,2020-03-29 15:18:39,,1,,1,2.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: The Association of Mechanical and Aeronautical Engineers (AMAE),,C:\Users\StanS\Zotero\storage\FUY2WJAB\1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
465,ZF84VLYJ,journalArticle,2017.0,"Sarguru, Mohd",Inspection robot for high voltage power transmission line,,,,,,,2017,2020-03-29 15:18:39,2020-03-29 15:18:39,,,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: International Journal of Research In Science & Engineering,,C:\Users\StanS\Zotero\storage\XFUY9PT4\Sarguru - 2017 - Inspection robot for high voltage power transmissi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
466,DYVQR2SS,conferencePaper,2018.0,"Shi, Yuetian; Hou, Xuyan; Rao, Xiaoshan; Li, Long",Research on the Key Technology of Crawler Robot Orbiting on Space Solar Power Station,2018 IEEE International Conference on Mechatronics and Automation (ICMA),,,,,,2018,2020-03-29 15:18:39,2020-03-29 15:18:39,,936–941,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\XVLXGV6D\8484586.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
467,UVZECLTK,conferencePaper,2015.0,"Asama, Junichi; Burkhardt, Matthew R.; Davoodi, Faranak; Burdick, Joel W.",Investigation of energy harvesting circuit using a capacitor-sourced buck converter for a tubular linear generator of a moball: A spherical wind-driven exploration robot,2015 IEEE Energy Conversion Congress and Exposition (ECCE),,,,,,2015,2020-03-29 15:18:39,2020-03-29 15:18:39,,3167–3171,,,,,,Investigation of energy harvesting circuit using a capacitor-sourced buck converter for a tubular linear generator of a moball,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\R2XLVZEV\7310104.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
468,WQ5T6EDF,conferencePaper,2007.0,"Wang, Ching-Kuo; Chen, Sheng; Huang, Han-Pang",Intelligent battery management system with parallel-connected cell-balance algorithm on the humanoid robot,2007 IEEE Workshop on Advanced Robotics and Its Social Impacts,,,,,,2007,2020-03-29 15:18:39,2020-03-29 15:18:39,,1–6,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\NX7KZSBC\4531410.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
469,JY2RZETZ,conferencePaper,2012.0,"Janssens, Pieter; Pipeleers, Goele; Diehl, Moritz; Pinte, Gregory; Swevers, Jan",Energy-optimal time allocation of a series of point-to-point motions: demonstration on a badminton robot,2012 9th France-Japan & 7th Europe-Asia Congress on Mechatronics (MECATRONICS)/13th Int'l Workshop on Research and Education in Mechatronics (REM),,,,,,2012,2020-03-29 15:18:39,2020-03-29 15:18:39,,27–31,,,,,,Energy-optimal time allocation of a series of point-to-point motions,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\LDETB2ID\Janssens et al. - 2012 - Energy-optimal time allocation of a series of poin.pdf; C:\Users\StanS\Zotero\storage\Z6XDTEJJ\6450984.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
470,LRCTIWEM,journalArticle,,"Honkote, Vinayak; Ghosh, Dibyendu; Narayanan, Karthik","A Low-Power, Compute Efficient Distributed Autonomous Multi-Robot System for Unknown Area Exploration",,,,,,,,2020-03-29 15:18:39,2020-03-29 15:18:39,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
