"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"467JRKR5","journalArticle","2020","Cheng, Liang; Huan, Honglun; Ke, Yinglin","Elastic-plastic analysis and riveting energy control for dual-robot pneumatic riveting system","Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science","","","","","","2020","2020-03-29 15:20:53","2020-03-29 15:20:53","","0954406219897934","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: SAGE Publications Sage UK: London, England","","C:\Users\StanS\Zotero\storage\B56LSMW7\0954406219897934.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHYUA9DP","journalArticle","","CHAARI, Mohamed Zied; LAHAINI, Mongi; GHARIANI, Hamadi","Wireless Power Transfer for charging Battery of robot","","","","","","","","2020-03-29 15:20:53","2020-03-29 15:20:53","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UK629Z4K","journalArticle","2017","Pa, P. S.; Shieh, J. H.; Chang, S. C.","Design of Brake Regeneration Controller and Proton Exchange Membrane Fuel Cell Power Supply for a Robot","International Journal of Engineering and Technology","","","","","","2017","2020-03-29 15:20:53","2020-03-29 15:20:53","","","","4","9","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\QNSCVI2A\Pa et al. - 2017 - Design of Brake Regeneration Controller and Proton.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCBYEIJU","journalArticle","2013","Peralta Cabezas, José Luis","Towards energy-efficient limit-cycle walking in biped service robots: design analysis, modeling and experimental study of biped robot actuated by linear motors","","","","","","","2013","2020-03-29 15:20:53","2020-03-29 15:20:53","","","","","","","","Towards energy-efficient limit-cycle walking in biped service robots","","","","","","","","","","","","Google Scholar","","Publisher: Aalto University","","C:\Users\StanS\Zotero\storage\8S5A7RQQ\Peralta Cabezas - 2013 - Towards energy-efficient limit-cycle walking in bi.pdf; C:\Users\StanS\Zotero\storage\PSMQPAL9\11849.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y62R8U9E","patent","2019","Kim, Sunok; Park, Jaemin; Youngjung, S. U. H.; Byounggyo, A. H. N.; Youngkyu, C. H. O.","Method for charging battery included in robot and apparatus thereof","","","","","","","2019-12-19","2020-03-29 15:20:53","2020-03-29 15:20:53","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\6UQ8UY3U\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2GVURZG","journalArticle","2012","Trnka, K.; Pintér, T.; Knazik, M.; Bozek, P.","Effective programming of energy consuming industrial robot systems","","","","","","","2012","2020-03-29 15:20:53","2020-03-29 15:20:53","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GB644H2H","conferencePaper","2019","Arun, M.; Jenson, Daphne; Nandhini, V. M.; Abinaya, B.","Smart Grid Robot Exclusively Designed for High Power Transmission Lines","2019 5th International Conference on Advanced Computing & Communication Systems (ICACCS)","","","","","","2019","2020-03-29 15:20:53","2020-03-29 15:20:53","","652–654","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NNWSS24P","patent","2019","Youngkyu, C. H. O.; Kim, Sunok; Park, Jaemin; Youngjung, S. U. H.; Byounggyo, A. H. N.","Method for charging battery included in robot and apparatus thereof","","","","","","","2019-12-12","2020-03-29 15:20:53","2020-03-29 15:20:53","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHBV73UR","journalArticle","","Prieditis, Marcis; Vitols, Kristaps","Energy Flow Control System with Robot-Accumulator Interfacing Module","","","","","","","","2020-03-29 15:21:09","2020-03-29 15:21:09","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\2GIY5A99\Prieditis and Vitols - Energy Flow Control System with Robot-Accumulator .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T7QSJB4Y","journalArticle","2019","Yang, Yang; Chen, Wenjie; Dai, Liyu; Wang, Rui","A free-rotating ball-shaped transmitting coil with wireless power transfer system for robot joints","Wireless Power Transfer","","","","","","2019","2020-03-29 15:21:09","2020-03-29 15:21:09","","26–40","","1","6","","","","","","","","","","","","","","","Google Scholar","","Publisher: Cambridge University Press","","C:\Users\StanS\Zotero\storage\YYHS7TQN\5D075EA3E904C3A8E0A5363CBB00EF0E.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRQFXD8K","journalArticle","2019","Alhassan, Ahmad Bala; Zhang, Xiaodong; Shen, Haiming; Jian, Guo; Xu, Haibo; Hamza, Khaled","Investigation of Aerodynamic Stability of a Lightweight Dual-Arm Power Transmission Line Inspection Robot under the Influence of Wind","Mathematical Problems in Engineering","","","","","","2019","2020-03-29 15:21:09","2020-03-29 15:21:09","","","","","2019","","","","","","","","","","","","","","","Google Scholar","","Publisher: Hindawi","","C:\Users\StanS\Zotero\storage\SSG2JC2U\Alhassan et al. - 2019 - Investigation of Aerodynamic Stability of a Lightw.pdf; C:\Users\StanS\Zotero\storage\QD589N7X\2139462.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSAXIBQV","conferencePaper","2014","Elhenawy, Adle Ezzat","Two Axes Automatic Solar Panel Sun Tracking System For Supplying Power To Mine Detection Robot","The International Conference on Electrical Engineering","","","","","","2014","2020-03-29 15:21:09","2020-03-29 15:21:09","","1–17","","","9","","","","","","","","Military Technical College","","","","","","","Google Scholar","","Issue: 9th International Conference on Electrical Engineering ICEENG 2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWWPC5K4","thesis","2016","Wigström, Oskar","Energy efficient multi-robot coordination.","","","","","","","2016","2020-03-29 15:21:09","2020-03-29 15:21:09","","","","","","","","","","","","","Chalmers University of Technology, Gothenburg, Sweden","","","","PhD Thesis","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\URSTF6ZI\Wigström - 2016 - Energy efficient multi-robot coordination..pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q4KYHMRN","report","2016","Mazumdar, Anirban","Future Technology Estimation Survey form for the Robotics Technology Alternatives in the Electric Power Industry: Submersible Mini-Robot","","","","","","","2016","2020-03-29 15:21:09","2020-03-29 15:21:09","","","","","","","","Future Technology Estimation Survey form for the Robotics Technology Alternatives in the Electric Power Industry","","","","","Sandia National Lab.(SNL-NM), Albuquerque, NM (United States)","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\CZEWHDDR\Mazumdar - 2016 - Future Technology Estimation Survey form for the R.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T7DLYA4W","journalArticle","2020","Hua, Zisen; Rong, Xuewen; Li, Yibin; Chai, Hui; Li, Bin; Zhang, Shuaishuai","Analysis and Verification on Energy Consumption of the Quadruped Robot with Passive Compliant Hydraulic Servo Actuator","Applied Sciences","","","","","","2020","2020-03-29 15:21:09","2020-03-29 15:21:09","","340","","1","10","","","","","","","","","","","","","","","Google Scholar","","Publisher: Multidisciplinary Digital Publishing Institute","","C:\Users\StanS\Zotero\storage\FLJBZ39K\Hua et al. - 2020 - Analysis and Verification on Energy Consumption of.pdf; C:\Users\StanS\Zotero\storage\EX9Q6KIE\340.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWREUYEV","bookSection","1994","Kamnik, Roman; Bjad, T.; Kralj, Alojz","CAD for Robot Workcells in Battery Manufacturing","Robotics in Alpe-Adria Region","","","","","","1994","2020-03-29 15:21:09","2020-03-29 15:21:09","","163–167","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\VRTIZF2E\978-3-7091-9346-4_32.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WG39SRDW","journalArticle","2019","Zengin, Aydin Tarik; Erdemir, Gokhan; Akinci, Tahir Cetin; Selcuk, Fahri Anil; Erduran, Mustafa Nizamettin; Seker, S. Serhat","ROSETLineBot: One-Wheel-Drive Low-Cost Power Line Inspection Robot Design and Control","arXiv preprint arXiv:1911.08173","","","","","","2019","2020-03-29 15:21:09","2020-03-29 15:21:09","","","","","","","","ROSETLineBot","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\S55JPPQ3\Zengin et al. - 2019 - ROSETLineBot One-Wheel-Drive Low-Cost Power Line .pdf; C:\Users\StanS\Zotero\storage\UGDFVG9W\1911.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2G3YT5JE","thesis","2017","Abebaw, Taye","Design of Battery Powered Tef Seed Row Planting Robot","","","","","","","2017","2020-03-29 15:21:09","2020-03-29 15:21:09","","","","","","","","","","","","","Addis Ababa University","","","","PhD Thesis","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\FAMV5AB7\Abebaw - 2017 - Design of Battery Powered Tef Seed Row Planting Ro.pdf; C:\Users\StanS\Zotero\storage\JPTAHFHD\4826.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NNUQBCYF","journalArticle","","Singh, Rajendra; Waldron, Kenneth J.; Vohnout, Vincent J.","Power system of a multi-legged walking robot","","","","","","","","2020-03-29 15:21:18","2020-03-29 15:21:18","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\RR2LGT6B\Singh et al. - Power system of a multi-legged walking robot.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MV5LVFN3","conferencePaper","2017","Cha, Youngsu; Hong, Jin; Lee, Jaemin; Park, Jung-Min; Kim, Keehoon","Energy harvesting from mouse click of robot finger using piezoelectrics","Active and Passive Smart Structures and Integrated Systems 2017","","","","","","2017","2020-03-29 15:21:18","2020-03-29 15:21:18","","101641I","","","10164","","","","","","","","International Society for Optics and Photonics","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\V6J3EFIQ\12.2256343.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NM5NVKU5","conferencePaper","2011","Sui, Xiu Wu; Qi, Xiao Guang; Zhao, Han Wang; Li, Da Peng; Jiang, Ya Ming","The Motion Control of Clothes Model Robot and Measurement of Clothes Energy Consumption","Advanced Materials Research","","","","","","2011","2020-03-29 15:21:18","2020-03-29 15:21:18","","153–157","","","301","","","","","","","","Trans Tech Publ","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\SJLF649D\AMR.301-303.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NT46NXSA","patent","2017","Krampe, Susanne","Robot for inspecting rotor blades of wind energy installations","","","","","","","2017-10-17","2020-03-29 15:21:18","2020-03-29 15:21:18","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\TDN8WPEE\Krampe - 2017 - Robot for inspecting rotor blades of wind energy i.pdf; C:\Users\StanS\Zotero\storage\PJZGEVTZ\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMRM5WYB","journalArticle","2018","Luo, Lufeng; Wen, Hanjin; Lu, Qinghua; Huang, Haojie; Chen, Weilin; Zou, Xiangjun; Wang, Chenglin","Collision-Free Path-Planning for Six-DOF Serial Harvesting Robot Based on Energy Optimal and Artificial Potential Field","Complexity","","","","","","2018","2020-03-29 15:21:18","2020-03-29 15:21:18","","","","","2018","","","","","","","","","","","","","","","Google Scholar","","Publisher: Hindawi","","C:\Users\StanS\Zotero\storage\WRMLFT4S\Luo et al. - 2018 - Collision-Free Path-Planning for Six-DOF Serial Ha.pdf; C:\Users\StanS\Zotero\storage\VDJ75S6Z\3563846.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQQSCL2N","journalArticle","","Trideau, Michael","Embedded service robot: towards an automated, efficient and green smelter","","","","","","","","2020-03-29 15:21:18","2020-03-29 15:21:18","","","","","","","","Embedded service robot","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\V4FTU9F9\Trideau - Embedded service robot towards an automated, effi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H58T4HVD","bookSection","2015","Guérin, Jéróme; Hequet, Anne-Gaëlle","New ECL Embedded Service Robot: towards an automated, efficient and green smelter","Light Metals 2015","","","","","","2015","2020-03-29 15:21:18","2020-03-29 15:21:18","","695–697","","","","","","New ECL Embedded Service Robot","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\T792SKC2\978-3-319-48248-4_117.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZE2XZEXP","journalArticle","","Suresh Kumar, R.; Sharmila, K.","MPPT BASED BATTERY SWAPPING SPY ROBOT FOR DEFENCE AND COAL MINE PURPOSE","","","","","","","","2020-03-29 15:21:18","2020-03-29 15:21:18","","","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Citeseer","","C:\Users\StanS\Zotero\storage\B527LU33\Suresh Kumar and Sharmila - MPPT BASED BATTERY SWAPPING SPY ROBOT FOR DEFENCE .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82HKZFJ9","journalArticle","2019","Sato, Yuki; Terasaka, Yuta; Utsugi, Wataru; Kikuchi, Hiroyuki; Kiyooka, Hideo; Torii, Tatsuo","Radiation imaging using a compact Compton camera mounted on a crawler robot inside reactor buildings of Fukushima Daiichi Nuclear Power Station","Journal of Nuclear Science and Technology","","","","","","2019","2020-03-29 15:21:18","2020-03-29 15:21:18","","801–808","","9-10","56","","","","","","","","","","","","","","","Google Scholar","","Publisher: Taylor & Francis","","C:\Users\StanS\Zotero\storage\RIKQ469Q\Sato et al. - 2019 - Radiation imaging using a compact Compton camera m.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6PQDVQ4","journalArticle","2019","Feng, Shanshan","Design of Control Circuit for Low Power Robot Based on ARM","","","","","","","2019","2020-03-29 15:21:18","2020-03-29 15:21:18","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJ2YZ64E","conferencePaper","2019","Yubing, Duan; Xiaoli, Hu; Chao, Gu; Xiaobin, Sun; Jinxia, Yao; Bo, Yang; Hao, Zhang","Optimal Control Technology of Electric Power Load Distribution of Submarine Cable Salvage Robot","IOP Conference Series: Materials Science and Engineering","","","","","","2019","2020-03-29 15:21:25","2020-03-29 15:21:25","","012117","","","486","","","","","","","","IOP Publishing","","","","","","","Google Scholar","","Issue: 1","","C:\Users\StanS\Zotero\storage\BJNYNR24\Yubing et al. - 2019 - Optimal Control Technology of Electric Power Load .pdf; C:\Users\StanS\Zotero\storage\EF875CQX\meta.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IE7QGAD4","journalArticle","2015","Arata, Jumpei; Isogai, Yuji; Sumida, Junya; Sakaguchi, Masamichi; Nakadate, Ryu; Oguri, Susumu; Hashizume, Makoto","Energy-Saving High-Speed Pick-and-Place Robot Using In-Frame Parallel Spring","Journal of Robotics and Mechatronics","","","","","","2015","2020-03-29 15:21:25","2020-03-29 15:21:25","","267–275","","3","27","","","","","","","","","","","","","","","Google Scholar","","Publisher: Fuji Technology Press Ltd.","","C:\Users\StanS\Zotero\storage\2P5I3XFZ\ja.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RU2HTRQZ","journalArticle","2019","Son, Changman","Correlation between stability and energy variations in control strategies for mobile base robot with manipulators subjected to external disturbances","International Journal of Advanced Robotic Systems","","","","","","2019","2020-03-29 15:21:25","2020-03-29 15:21:25","","1729881419844656","","3","16","","","","","","","","","","","","","","","Google Scholar","","Publisher: SAGE Publications Sage UK: London, England","","C:\Users\StanS\Zotero\storage\7DA3PQT8\1729881419844656.html; C:\Users\StanS\Zotero\storage\Z7HFXSF7\1729881419844656.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5JMRMWM","conferencePaper","2017","Tatoglu, Akin; Kodali, Madhukanth; Mullapudi, Likhitha; Campana, Claudio","Investigation of mechanical energy storage system for agile mobile robot motion: Counter rotating flywheel controlled hovering robot","2017 International Energy and Sustainability Conference (IESC)","","","","","","2017","2020-03-29 15:21:25","2020-03-29 15:21:25","","1–6","","","","","","Investigation of mechanical energy storage system for agile mobile robot motion","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9936RWRP","conferencePaper","2018","Das, Sourva Dipta; Bain, Victor; Rakshit, Pratyusha","Energy Optimized Robot Arm Path Planning Using Differential Evolution in Dynamic Environment","2018 Second International Conference on Intelligent Computing and Control Systems (ICICCS)","","","","","","2018","2020-03-29 15:21:25","2020-03-29 15:21:25","","1267–1272","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQLEFRC2","conferencePaper","2016","Ravankar, Abhijeet; Ravankar, Ankit A.; Kobayashi, Yukinori; Emaru, Takanori","A Multi-Robot Path Planning Scheme and Management based on Power Availability","The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec) 2016","","","","","","2016","2020-03-29 15:21:25","2020-03-29 15:21:25","","2A1–06b4","","","","","","","","","","","The Japan Society of Mechanical Engineers","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2QMK6ET","conferencePaper","2019","Chen, Jun; Zhang, Xuxu; Cao, Xianli; Deng, Zongquan","Speed Control Characteristics and Energy Consumption Modeling for Composite Driving in-Pipe Robot","2019 IEEE International Conference on Robotics and Biomimetics (ROBIO)","","","","","","2019","2020-03-29 15:21:25","2020-03-29 15:21:25","","2583–2588","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVWVL8WV","thesis","2018","Waters, Thomas Robert","Adaptive driver modeling using machine learning algorithms for the energy optimal planning of velocity trajectories for electric vehicles and realizing simultaneous lane keeping and adaptive speed regulation on accessible mobile robot testbeds","","","","","","","2018","2020-03-29 15:21:25","2020-03-29 15:21:25","","","","","","","","","","","","","Georgia Institute of Technology","","","","PhD Thesis","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9YKY5QBW","conferencePaper","2019","Wang, Jiabin; Li, Gensong","The design of DC/DC converter for battery discharging circuit for ship hull cleaning robot based on saber","AIP Conference Proceedings","","","","","","2019","2020-03-29 15:21:25","2020-03-29 15:21:25","","020024","","","2154","","","","","","","","AIP Publishing LLC","","","","","","","Google Scholar","","Issue: 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66A2SE5Y","conferencePaper","2013","Thompson, Simon; Kagami, Satoshi; Okajima, Masafumi","An Autonomous Mobile Inspection Robot for an Electric Power Sub-station.","ICINCO (2)","","","","","","2013","2020-03-29 15:21:25","2020-03-29 15:21:25","","300–306","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LX4TG4TM","journalArticle","","zied CHAARI, Mohamed; GHARIANI, Hamadi; LAHIANI, Mongi","Design and construction of a system for wirelessly charging the battery of a robot","","","","","","","","2020-03-29 15:21:42","2020-03-29 15:21:42","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\K6QYF87C\zied CHAARI et al. - Design and construction of a system for wirelessly.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIY2ZZNZ","journalArticle","2015","Gunasekara, Jasinge Malin Pamuditha","Development of an upper-limb power-assist exoskeleton robot to generate human like motion","","","","","","","2015","2020-03-29 15:21:42","2020-03-29 15:21:42","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8YZTDLU","journalArticle","","Kim, Yun-Hee; Ryu, Gyu-Ha","Gait Training with Wearable Hip-assist Robot Reduce Trunk and Leg Muscle Efforts and Metabolic Energy Consumption in Community Dwelling Elderly Adults: A Randomized Controlled Trial","","","","","","","","2020-03-29 15:21:42","2020-03-29 15:21:42","","","","","","","","Gait Training with Wearable Hip-assist Robot Reduce Trunk and Leg Muscle Efforts and Metabolic Energy Consumption in Community Dwelling Elderly Adults","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJ5ZHC2Q","bookSection","2010","JACOBS, SA; DEHGHANI-SANIJ, AA","AN ENERGY-EFFICIENT MULTI-MODAL ADAPTIVE CONTROL SCHEME AND ITS PROPOSED IMPLEMENTATION ON A PROTOTYPE CLIMBING ROBOT","Mobile Robotics: Solutions and Challenges","","","","","","2010","2020-03-29 15:21:42","2020-03-29 15:21:42","","34–41","","","","","","","","","","","World Scientific","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3CGTMSI7","journalArticle","2018","Li, Bingxi","Multi-robot Mission Planning with Energy Replenishment","","","","","","","2018","2020-03-29 15:21:42","2020-03-29 15:21:42","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUJIE29J","conferencePaper","2018","Barnett, Shaun B.","Power Systems Inspection Robot for Contactless Busbar Voltage Measurement and Underground Cable Tracking","2018 IEEE PES/IAS PowerAfrica","","","","","","2018","2020-03-29 15:21:42","2020-03-29 15:21:42","","226–231","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8IVWRKNN","conferencePaper","2019","Sato, Noritaka; Kitani, Makoto; Morita, Yoshifumi","Control Method for Rollover Recovery of Rescue Robot Considering Normalized Energy Stability Margin and Manipulating Force","2019 12th International Workshop on Robot Motion and Control (RoMoCo)","","","","","","2019","2020-03-29 15:21:42","2020-03-29 15:21:42","","160–165","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C4GYKN4N","bookSection","2000","LEE, NH; CHO, JW; KIM, SH; YOUK, GU","DEVELOPMENT OF ON-LINE HYBRID ELECTRONIC RADIATION DOSIMETER FOR A MOBILE ROBOT USING COMMERCIAL POWER pMOSFET AND PIN DIODE","Intelligent Techniques And Soft Computing In Nuclear Science And Engineering","","","","","","2000","2020-03-29 15:21:42","2020-03-29 15:21:42","","478–487","","","","","","","","","","","World Scientific","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYYB83EL","conferencePaper","2016","Jiang, Li; Sun, Bingqian; Fan, Shaowei; Zhang, Qi","A power series based inverse-kinematics solution of a humanoid robot hand with coupled joints","2016 IEEE International Conference on Robotics and Biomimetics (ROBIO)","","","","","","2016","2020-03-29 15:21:42","2020-03-29 15:21:42","","1455–1460","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32Q9NHUX","conferencePaper","2019","Cunha, Danilo V.; Lizarralde, Fernando","Real-Time Path-Constrained Trajectory Tracking for Robot Manipulators with Energy Budget Optimization","2019 IEEE 15th International Conference on Automation Science and Engineering (CASE)","","","","","","2019","2020-03-29 15:21:42","2020-03-29 15:21:42","","1327–1332","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQLET2H5","patent","2016","Kim, Nam Yun; Park, Eun Seok; Kwon, Sang Wook; Hong, Young Tack; Ryu, Young Ho","Robot cleaning system and control method having a wireless electric power charge function","","","","","","","2016-03-01","2020-03-29 15:21:58","2020-03-29 15:21:58","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\H38ZIMX9\Kim et al. - 2016 - Robot cleaning system and control method having a .pdf; C:\Users\StanS\Zotero\storage\67A32AYC\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V4SP4QAQ","journalArticle","2017","Ritzberger, Niklas; Emenshuber, Simon; Schubert, Gerald; Voglsinger, Florian; Kubinger, Wilfried; Fuchslocher, Florian","MOBILE ROBOT FOR EXPLORATION AND MANIPULATION INSIDE A NUCLEAR POWER PLANT.","Annals of DAAAM & Proceedings","","","","","","2017","2020-03-29 15:21:58","2020-03-29 15:21:58","","","","","28","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
